Data Source name,Date,Campaign,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Revenue (INR),Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Ad Creative Image Permalink URL,Ad Creative Video Permalink URL,Row Count,Ad Account ID,Ad Effective Status,Ad Preview Shareable Link,Ad set Effective Status,Campaign Objective,Campaign Result Type,Campaign Result value,Country,Ad Creative Thumbnail URL,Ad Creative Video Picture URL,Ad set Start Time,Campaign Start Time,Spend (INR),Clicks,ROAS,CTR
XYZ Luxury,2026-04-05,Growify | TOF | Sale | India,PAUSED,Ecomm | Bride-trad - 24-36,Custom | Video | Campaign shoot | Bridal | Vaisakhi Sale | CLP - Copy,India,India,14.45,14.45,1,30,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://www.facebook.com/reel/27461183810137675/,1,385541000000000.0,PAUSED,https://fb.me/2pyPkNqKGYCJNQX,CAMPAIGN_PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/661695659_2052086218720182_7432401043029509041_n.jpg?_nc_cat=103&ccb=1-7&_nc_ohc=ixNGvbpccP8Q7kNvwFneI0W&_nc_oc=AdrkqgeAE0zlRJRWxZNiugDeibe8Amb7nOL41vCdr4HQ__rkCCGtj4abaSqaE0YfFJU&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=NZwDZvxVrNrIeyfFqkog3A&_nc_tpa=Q5bMBQHSshfLkCw3qB-uBV4M4_gTECQESQakuS1rOA-Y2Yqf0-lo8HadrhtDxoXoMNABI-pRALDdZRrnNg&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af4qpNg7ERrVFuz0euFmZmth6j05_87utDYhyviwUTQx3Q&oe=6A00DAAF,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/661695659_2052086218720182_7432401043029509041_n.jpg?stp=dst-jpg_s160x160_tt6&_nc_cat=103&ccb=1-7&_nc_sid=200999&_nc_ohc=ixNGvbpccP8Q7kNvwFneI0W&_nc_oc=AdrkqgeAE0zlRJRWxZNiugDeibe8Amb7nOL41vCdr4HQ__rkCCGtj4abaSqaE0YfFJU&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=APRAPSkEAAAA&_nc_gid=a8EfoHjrVda1iMKNBjjibQ&_nc_tpa=Q5bMBQGyV6aI8WkEhOGhUwLlQ2DwDp8sSlODpG4ZmEOnqNh-MWPEiCypLCP243foM7A6C5kKCZELFZzC6w&oh=00_Af7S9PacuQ1-odY_Eqp_rQSR2pYGWZwXfg8D2xN0RlpdAA&oe=6A00DAAF,2025-03-08 13:44:37+00:00,2025-01-27 13:18:10+00:00,14.45,1,0.0,3.3333333333333335
XYZ Luxury,2026-04-05,Growify | TOF | Sale | India,PAUSED,Ecomm | Bride-trad - 24-36,Custom | Video | Campaign shoot | Mix | Vaisakhi Sale | CLP - Copy,India,India,24.13,24.13,0,64,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://www.facebook.com/reel/1990309408230069/,1,385541000000000.0,PAUSED,https://fb.me/20tkkBt6ijMoWlj,CAMPAIGN_PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,https://scontent-iad6-1.xx.fbcdn.net/v/t15.5256-10/661682173_1267383494863301_932767013275647665_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=GoA1bPwef0YQ7kNvwGtGj3R&_nc_oc=AdrtaeSo2Z3RMQRUINe_UjrwC9Cd45DDbE9iKaUCNuu56ZmgN-lmHITlCAtVlL6isS0&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=HQ4UxxquR8Ioq4zooWhPzw&_nc_tpa=Q5bMBQH4HPcUBkXT0XHKwnzcWxpPKIEnBK2UUFj3pV5L-wBIwi6OfKhUWXaXDsmU95o-8-6zKlVgrku-vQ&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af4pnE_833aMfYvnDY6xbbTAKFMo8seih7g-D0ej7Dro3w&oe=6A00662D,https://scontent-iad6-1.xx.fbcdn.net/v/t15.5256-10/661682173_1267383494863301_932767013275647665_n.jpg?stp=dst-jpg_p160x160_tt6&_nc_cat=100&ccb=1-7&_nc_sid=200999&_nc_ohc=GoA1bPwef0YQ7kNvwHEkYJJ&_nc_oc=AdruNBNRTMcXhHnf8DzVl-bVvmAlRZFcUQjXwyXs6hUEFjmnfSSS_6ZZhcIUtnp5Eig&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&edm=APRAPSkEAAAA&_nc_gid=a8EfoHjrVda1iMKNBjjibQ&_nc_tpa=Q5bMBQHsTnWE96r4jZifbeDVOEzIQ-s95-EL7nAk7r-GLhyIh3unpFN-JhkWvpw7rzidCYngOHRV0nrQiQ&oh=00_Af7C3X6ktZYQRlcky38Jb6fwMdHvIw6thH_tN6RYAG-TpQ&oe=6A010EED,2025-03-08 13:44:37+00:00,2025-01-27 13:18:10+00:00,24.13,0,0.0,0.0
XYZ Luxury,2026-04-05,Growify | TOF | Sale | India,PAUSED,Ecomm | Bride-trad - 24-36,Custom | Video | Campaign shoot | Mix | Vaisakhi Sale | CLP - Copy 2,India,India,17.31,17.31,0,31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://www.facebook.com/reel/1473080411225682/,1,385541000000000.0,PAUSED,https://fb.me/210Tz9Q8vRXlpRQ,CAMPAIGN_PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/662270915_1200219601983233_1734893106536082811_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=8obETzDsPOYQ7kNvwHFYLR5&_nc_oc=AdobJkH1wixA9aSK6Jm9KPH3IpTedsOJQmXuC-ZmMw91Q2xNiZgovf6VKJpoBetXUUA&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=HQ4UxxquR8Ioq4zooWhPzw&_nc_tpa=Q5bMBQHYXVY3GEYYRxTGGb0T9P5SDOuhD4SxvPckhlaOq9_3YMF2mndeOxtJ-VmnGRdkA58oqDZUeEt-lw&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af6B6VE_FugInBxGZyNQdzctetgCdXQrbO9OA3vErob-2A&oe=6A007657,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/662270915_1200219601983233_1734893106536082811_n.jpg?stp=dst-jpg_s160x160_tt6&_nc_cat=111&ccb=1-7&_nc_sid=200999&_nc_ohc=8obETzDsPOYQ7kNvwEtNCG8&_nc_oc=AdrfTO_7gBMvh_y1fWWLPAmXGgj4c0TOHEQxlwFgq6F1mTymnPYpo4Z4NMEKO_eFF48&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=APRAPSkEAAAA&_nc_gid=a8EfoHjrVda1iMKNBjjibQ&_nc_tpa=Q5bMBQEArQTwikCx7jOxD6snG8JP51XecFLSUvwdvb9W2QIuC4zhOYN7sMGg5KtSfWgLwW4ynVkNqauF4g&oh=00_Af5rxDQD7u3qx-Puvc1ZKTlPwGPT7Yl9GERUxkEt-aODqQ&oe=6A00E6D7,2025-03-08 13:44:37+00:00,2025-01-27 13:18:10+00:00,17.31,0,0.0,0.0
XYZ Luxury,2026-04-05,Growify | TOF | Sale | India,PAUSED,Ecomm | Home Essential,Catalogue | Carousel | Campaign shoot | Mix | RTS | PDP,India,India,445.88,445.88,575,8927,0.0,213.0,513.0,3,0.0,0.0,0.0,0.0,0.0,71750.0,0.0,0.0,,,1,385541000000000.0,PAUSED,https://fb.me/2acKTSR3iYqLYRH,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,https://external-iad6-1.xx.fbcdn.net/emg1/v/t13/5896395392878875357?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQI9X3T9NL2CtIa64IJDVpFXNl4vFLFHd5KWuotC_YxpmDFgd0kGzf7fItGy-iXwnHKYMXK_m1UgMTxc5s7vcsf4sc6715OU3L-mHS3VxDCueQ68BFAFhlIzoSl8_gOAHMUZQqCoSbPsnxvHQ528Y33-&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&edm=AAT1rw8EAAAA&_nc_gid=NZwDZvxVrNrIeyfFqkog3A&_nc_oc=AdpKw5USDbhY1S4tM6y995gz9N8DoZKnXFjnQAFGJEVc9uA4NbEyWy8NKXkiy2T6Kq8&ccb=13-1&oh=06_Q3--AYmMRbOXg_tFEcip6djxC2n8Tb7CmunaW0V86ojE0G8c&oe=69FD0120&_nc_sid=58080a,,2026-01-20 18:40:00+00:00,2025-01-27 13:18:10+00:00,445.88,575,0.0,6.441133639520556
XYZ Luxury,2026-04-05,Growify | TOF | Sale | India,PAUSED,Ecomm | Home Essential,Custom | Carousel | Campaign shoot | Earing | New IN | PDP | Ayush,India,India,3.47,3.47,0,27,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQJ7OKJca7K2zxFi_Na3PLBxfFb72JqgCC31k8gO70sWOImBXSfRks6NEuTCuE19OotXx_0CsTavjlj1nhLrqTW_bFcJD5EP2cKLHB5ASaH3LZCmK5BgZ5I3_fZ64uX1ARGqp61od71l3k8iDHwM1Wzf,,1,385541000000000.0,ADSET_PAUSED,https://fb.me/qvZEEpUeAr1kUDI,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,https://scontent-iad6-1.xx.fbcdn.net/v/t45.1600-4/649926711_122117429331184571_3774578325767357716_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=CIW_NPK-nYwQ7kNvwE00f7F&_nc_oc=AdowMLn67pGL3ICuResZxgzsRC-bibU3x8EjkrLgT-TcGJxbcgIqtImg9m73FWH1pek&_nc_zt=1&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=NZwDZvxVrNrIeyfFqkog3A&_nc_tpa=Q5bMBQHeTbHVArNnre6SWJg9p2cl5AooxzCRdFaX8rOge73xTF9p6BcehJ_csVEvwjqKWd9v0MS6wVRbTw&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af44Sdq28V7YaiuskbbsE4HzQShjXB7DmOKMUO2UykONyw&oe=6A00E393,,2026-01-20 18:40:00+00:00,2025-01-27 13:18:10+00:00,3.47,0,0.0,0.0
XYZ Luxury,2026-04-05,Growify | TOF | Sale | India,PAUSED,Ecomm | Home Essential,Custom | Video | Campaign shoot | Bridal | Vaisakhi Sale | CLP - Copy,India,India,1.2,1.2,0,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://www.facebook.com/reel/27461183810137675/,1,385541000000000.0,PAUSED,https://fb.me/2s2lAAzycPfyA9h,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/661695659_2052086218720182_7432401043029509041_n.jpg?_nc_cat=103&ccb=1-7&_nc_ohc=ixNGvbpccP8Q7kNvwFneI0W&_nc_oc=AdrkqgeAE0zlRJRWxZNiugDeibe8Amb7nOL41vCdr4HQ__rkCCGtj4abaSqaE0YfFJU&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=NZwDZvxVrNrIeyfFqkog3A&_nc_tpa=Q5bMBQHSshfLkCw3qB-uBV4M4_gTECQESQakuS1rOA-Y2Yqf0-lo8HadrhtDxoXoMNABI-pRALDdZRrnNg&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af4qpNg7ERrVFuz0euFmZmth6j05_87utDYhyviwUTQx3Q&oe=6A00DAAF,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/661695659_2052086218720182_7432401043029509041_n.jpg?stp=dst-jpg_s160x160_tt6&_nc_cat=103&ccb=1-7&_nc_sid=200999&_nc_ohc=ixNGvbpccP8Q7kNvwFneI0W&_nc_oc=AdrkqgeAE0zlRJRWxZNiugDeibe8Amb7nOL41vCdr4HQ__rkCCGtj4abaSqaE0YfFJU&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=APRAPSkEAAAA&_nc_gid=a8EfoHjrVda1iMKNBjjibQ&_nc_tpa=Q5bMBQGyV6aI8WkEhOGhUwLlQ2DwDp8sSlODpG4ZmEOnqNh-MWPEiCypLCP243foM7A6C5kKCZELFZzC6w&oh=00_Af7S9PacuQ1-odY_Eqp_rQSR2pYGWZwXfg8D2xN0RlpdAA&oe=6A00DAAF,2026-01-20 18:40:00+00:00,2025-01-27 13:18:10+00:00,1.2,0,0.0,0.0
XYZ Luxury,2026-04-05,Growify | TOF | Sale | India,PAUSED,Ecomm | Home Essential,Custom | Video | Campaign shoot | Mix | Vaisakhi Sale | CLP - Copy,India,India,37.39,37.39,9,132,0.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://www.facebook.com/reel/1990309408230069/,1,385541000000000.0,PAUSED,https://fb.me/25jCn6hhH69Rx77,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,https://scontent-iad6-1.xx.fbcdn.net/v/t15.5256-10/661682173_1267383494863301_932767013275647665_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=GoA1bPwef0YQ7kNvwGtGj3R&_nc_oc=AdrtaeSo2Z3RMQRUINe_UjrwC9Cd45DDbE9iKaUCNuu56ZmgN-lmHITlCAtVlL6isS0&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=HQ4UxxquR8Ioq4zooWhPzw&_nc_tpa=Q5bMBQH4HPcUBkXT0XHKwnzcWxpPKIEnBK2UUFj3pV5L-wBIwi6OfKhUWXaXDsmU95o-8-6zKlVgrku-vQ&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af4pnE_833aMfYvnDY6xbbTAKFMo8seih7g-D0ej7Dro3w&oe=6A00662D,https://scontent-iad6-1.xx.fbcdn.net/v/t15.5256-10/661682173_1267383494863301_932767013275647665_n.jpg?stp=dst-jpg_p160x160_tt6&_nc_cat=100&ccb=1-7&_nc_sid=200999&_nc_ohc=GoA1bPwef0YQ7kNvwHEkYJJ&_nc_oc=AdruNBNRTMcXhHnf8DzVl-bVvmAlRZFcUQjXwyXs6hUEFjmnfSSS_6ZZhcIUtnp5Eig&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&edm=APRAPSkEAAAA&_nc_gid=a8EfoHjrVda1iMKNBjjibQ&_nc_tpa=Q5bMBQHsTnWE96r4jZifbeDVOEzIQ-s95-EL7nAk7r-GLhyIh3unpFN-JhkWvpw7rzidCYngOHRV0nrQiQ&oh=00_Af7C3X6ktZYQRlcky38Jb6fwMdHvIw6thH_tN6RYAG-TpQ&oe=6A010EED,2026-01-20 18:40:00+00:00,2025-01-27 13:18:10+00:00,37.39,9,0.0,6.8181818181818175
XYZ Luxury,2026-04-05,Growify | TOF | Sale | India,PAUSED,Ecomm | Home Essential,Custom | Video | Campaign shoot | Mix | Vaisakhi Sale | CLP - Copy 2,India,India,1.16,1.16,0,8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://www.facebook.com/reel/1473080411225682/,1,385541000000000.0,PAUSED,https://fb.me/20yV5KdYz4OWUN9,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,IN,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/662270915_1200219601983233_1734893106536082811_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=8obETzDsPOYQ7kNvwHFYLR5&_nc_oc=AdobJkH1wixA9aSK6Jm9KPH3IpTedsOJQmXuC-ZmMw91Q2xNiZgovf6VKJpoBetXUUA&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=HQ4UxxquR8Ioq4zooWhPzw&_nc_tpa=Q5bMBQHYXVY3GEYYRxTGGb0T9P5SDOuhD4SxvPckhlaOq9_3YMF2mndeOxtJ-VmnGRdkA58oqDZUeEt-lw&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af6B6VE_FugInBxGZyNQdzctetgCdXQrbO9OA3vErob-2A&oe=6A007657,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/662270915_1200219601983233_1734893106536082811_n.jpg?stp=dst-jpg_s160x160_tt6&_nc_cat=111&ccb=1-7&_nc_sid=200999&_nc_ohc=8obETzDsPOYQ7kNvwEtNCG8&_nc_oc=AdrfTO_7gBMvh_y1fWWLPAmXGgj4c0TOHEQxlwFgq6F1mTymnPYpo4Z4NMEKO_eFF48&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=APRAPSkEAAAA&_nc_gid=a8EfoHjrVda1iMKNBjjibQ&_nc_tpa=Q5bMBQEArQTwikCx7jOxD6snG8JP51XecFLSUvwdvb9W2QIuC4zhOYN7sMGg5KtSfWgLwW4ynVkNqauF4g&oh=00_Af5rxDQD7u3qx-Puvc1ZKTlPwGPT7Yl9GERUxkEt-aODqQ&oe=6A00E6D7,2026-01-20 18:40:00+00:00,2025-01-27 13:18:10+00:00,1.16,0,0.0,0.0
XYZ Luxury,2026-04-05,Growify | TOF | Sale | India,PAUSED,Ecomm | Home Essential,Custom | Video | Campaign shoot | Rani Haar | No Collection | CLP,India,India,98.63,98.63,17,357,0.0,12.0,11.0,0,0.0,0.0,1.0,40600.0,0.0,0.0,0.0,0.0,,https://www.facebook.com/reel/1497483688766940/,1,385541000000000.0,ADSET_PAUSED,https://fb.me/27x0L326611Wdim,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,1,IN,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/624427954_907276735339439_6759841577358808007_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=LIJMgG9Ctc4Q7kNvwEW0YBh&_nc_oc=AdpbUcdbNqlIV2tipIcfvosOTMc3Y6NhRVySjcFFR30AjX9Zj8eJ1R9SAtix0xbHdzA&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=NZwDZvxVrNrIeyfFqkog3A&_nc_tpa=Q5bMBQEQxeSOiACXCbF14imrgMqrGzaUxAFTNp8A2QZODF7c-Ut-ugPZD0BiSZ1b2e-TxCPZ7U5_CwzPhg&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_Af6K-R0y-nNXjfYiWLhy2lRnF9ZRGwwa3xn7pjYKFbgYYw&oe=6A00F289,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/624427954_907276735339439_6759841577358808007_n.jpg?stp=dst-jpg_s160x160_tt6&_nc_cat=105&ccb=1-7&_nc_sid=200999&_nc_ohc=LIJMgG9Ctc4Q7kNvwEW0YBh&_nc_oc=AdpbUcdbNqlIV2tipIcfvosOTMc3Y6NhRVySjcFFR30AjX9Zj8eJ1R9SAtix0xbHdzA&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=APRAPSkEAAAA&_nc_gid=a8EfoHjrVda1iMKNBjjibQ&_nc_tpa=Q5bMBQHDy-TQmGMkrHo-PJUQdjAj3jo7hHL9oCdwu3QBvkS4aS-FS_4IK9RjhtRYVuPZ4xRyl-3pMO2eBg&oh=00_Af7pcvO50DyeTDglTXI8wWbADEVkG_NTVvcyVrddUl1SRw&oe=6A00F289,2026-01-20 18:40:00+00:00,2025-01-27 13:18:10+00:00,98.63,17,411.639460610362,4.761904761904762
XYZ Luxury,2026-04-05,Growify | TOF | Sale | US,PAUSED,Ecomm | Open,Custom | Carousel | Campaign Shoot | MIX | New Arrival | PDP | Nitesh,United States,USA,48.27,48.27,1,12,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQJyRCZaxsqKxmXYKnHo1FFTGHPPgRRYmRHRmiEKhXz0u_29STADkpQCJZsihGee4J84fN4Ep5bq-Igi7T98XR73G_s5wNSP-V2kmXtjQG8Kt1Pcj62pUaN9Q1sA-PO7UJOHwVO_bbk5Shw46eZfnqmC,,1,385541000000000.0,PAUSED,https://fb.me/28Nb19pmkAWQEas,CAMPAIGN_PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,US,https://scontent-iad6-1.xx.fbcdn.net/v/t45.1600-4/621830390_122110273659184571_8237587102569361158_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=ixxt1B099cgQ7kNvwG_DV3o&_nc_oc=AdpmE3GHQAYHYf1G3uAPK5oJEcdurM1OmyRI3r19g-1UPa4l8WBdjaBIayd39Y3RIrE&_nc_zt=1&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=NZwDZvxVrNrIeyfFqkog3A&_nc_tpa=Q5bMBQE_mHLipA_qWx53wO-1YccIgu37YkVLjWzDV9GhSB04OuIv547BoP1QVhNyfTPHJBsK_J58B5GGEg&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af7LpbiBgRz-XTdSfA6CH3nCnJa4BjyZJMt52An8zZ1nxA&oe=6A00FED6,,2026-03-11 11:02:00+00:00,2025-02-14 11:09:50+00:00,48.27,1,0.0,8.333333333333332
XYZ Luxury,2026-04-05,Growify | TOF | Sale | US,PAUSED,Ecomm | Open,Custom | Carousel | Campaign shoot | Mix | Vaisakhi | PDP | Vijay,United States,USA,60.62,60.62,2,16,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,28000.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQJ2TGBs7hmLZVQSOsd3vKFR5jSIFsGsMvBeImKhProE0cVNHdESiKF9f_NHJpZTb2OJ2Y7QMfymQpbFHebKfgNbJk-_ZevvHkgPLSQGl_9E-22LAhszN6umQulV2-5I7kqhjGm_MP23BZX4tpeHKr5m,,1,385541000000000.0,PAUSED,https://fb.me/1TWNpp7UTtZs2tV,CAMPAIGN_PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,US,https://scontent-iad6-1.xx.fbcdn.net/v/t45.1600-4/657590953_122190969800473010_7082467268525430950_n.jpg?_nc_cat=107&ccb=1-7&_nc_ohc=9XaetVQbLvkQ7kNvwH1UiHX&_nc_oc=Adqo2MFjSizFwzE4HsCexqI6-SPIlvc1OW_ZGVPbqdQesMe_fR4wjV-mTqqdoOzKMfg&_nc_zt=1&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=NZwDZvxVrNrIeyfFqkog3A&_nc_tpa=Q5bMBQHLheFnEQ19bOfpAWU8lVUXIqn-JYxPGa6s3kQlBhU5xvcN6oZ9bXgs_KpaQGxJ14cBjYoT4m7Nmw&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af6ZTIXR-K97ugDIgPZ63feDy2SP8xVUABr71-NNQ5BOTQ&oe=6A00EAC2,,2026-03-11 11:02:00+00:00,2025-02-14 11:09:50+00:00,60.62,2,0.0,12.5
XYZ Luxury,2026-04-05,Growify | TOF | Sale | US,PAUSED,Ecomm | Open,Custom | SI | Campaign Shoot | Choker | Vaisakhi | CLP | Vijay,United States,USA,124.81,124.81,0,22,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQLRvV8yvheN4q-SzHW3RZ62IYKZi2w_QjmjwsIN7SV3NWjIQqMabxqEqSp8Qd4VVAGJyM9emyJ2D4U1PjB_Wmp5u9fxqVQiU1vYT7ISmkJfaUniQkXBx2ks92liNSbgQPP8-gd8t_J0U8QmBXD9MPfB,,1,385541000000000.0,PAUSED,https://fb.me/2d5t6A8P1dr2SCG,CAMPAIGN_PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,US,https://scontent-iad6-1.xx.fbcdn.net/v/t45.1600-4/656081501_122191048310473010_8384756990707671292_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=_8j6QhexI6UQ7kNvwHss2io&_nc_oc=AdobqIcQ2O-uVFzG5R5bKeDw2rRHu2GdPE45SIM9vKoWlfcAB6KLC7VyM0t2Tuvx_QQ&_nc_zt=1&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=NZwDZvxVrNrIeyfFqkog3A&_nc_tpa=Q5bMBQEXWVzuFOiLlqJeYVV43hKhtAwB3uEgxnLwp6rTBvSkkBXInT9nS-wye5slHAA6ksNfhntYJOUNWA&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af48IQb9S3iaQBdOow-9VHOqSMYnYq0a0rzQaS8Uh_Mxag&oe=6A00F1B5,,2026-03-11 11:02:00+00:00,2025-02-14 11:09:50+00:00,124.81,0,0.0,0.0
XYZ Luxury,2026-04-05,Growify | TOF | Sale | US,PAUSED,Ecomm | Open,Custom | SI | Campaign shoot | Mix | New Arrival | CLP,United States,USA,114.72,114.72,6,98,0.0,1.0,2.0,3,0.0,0.0,0.0,0.0,0.0,46550.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQIqxNUYfUqsCCqG2nL88sX2q3KensO5ddLaQdNgU4PzpKaUOZiGWrSN7pZIP4i0sB4A8gw_iBZTUuBen1EKqMLpmg2mefnaw1H4neXpls6petokU0A1hoB1o-5HJFWooO0jJ23FD90bBxJPBEDHjXre,,1,385541000000000.0,PAUSED,https://fb.me/1ZX6osyPCsLYkCZ,CAMPAIGN_PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,US,https://scontent-iad6-1.xx.fbcdn.net/v/t45.1600-4/649926711_122117429331184571_3774578325767357716_n.jpg?_nc_cat=102&ccb=1-7&_nc_ohc=CIW_NPK-nYwQ7kNvwE00f7F&_nc_oc=AdowMLn67pGL3ICuResZxgzsRC-bibU3x8EjkrLgT-TcGJxbcgIqtImg9m73FWH1pek&_nc_zt=1&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=NZwDZvxVrNrIeyfFqkog3A&_nc_tpa=Q5bMBQFGMjAFYBUmbxemMhFbw6bBlVQEb5XfN-5CVoeqK4e18gdVLdr_f6cPws-ybVf_lEFfjQj0QGxhqg&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_Af4p2KOAAbMWtBhR6LSeZwyw11L-u5wzJ8R_77yr9OBKAg&oe=6A00E393,,2026-03-11 11:02:00+00:00,2025-02-14 11:09:50+00:00,114.72,6,0.0,6.122448979591836
