Data Source name,Date,Campaign,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Revenue (INR),Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Ad Creative Image Permalink URL,Ad Creative Video Permalink URL,Row Count,Ad Account ID,Ad Effective Status,Ad Preview Shareable Link,Ad set Effective Status,Campaign Objective,Campaign Result Type,Campaign Result value,Country,Ad Creative Thumbnail URL,Ad Creative Video Picture URL,Ad set Start Time,Campaign Start Time,Spend (INR),Clicks,ROAS,CTR
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | INT,Custom | Static | Campaign Shoot | EOSS | CLP,Canada,Rest of the World,161.86,161.86,4,157,0.0,3.0,3.0,2,0.0,0.0,0.0,0.0,0.0,20625.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQKadeRxOa-X7D7DYZC5GrhMX0Le0pTYBHZlvreP1j2-HnZBlhvjNt-nmhCQTT00OX5XW7WP1HGmNla_kFUJJth2v7i-FCrNhc1AKKE0Q5xZTn2zsMmsQ3-pKSzqAZYVTITVbzU6Wx6sIluwZ3czNtXO,,1,385541000000000.0,PAUSED,https://fb.me/2a18FBuU7CoHv1C,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,CA,https://scontent-iad6-1.xx.fbcdn.net/v/t45.1600-4/726432145_122112387284693921_4736063851779461283_n.jpg?_nc_cat=109&ccb=1-7&_nc_ohc=ojF923xCyn4Q7kNvwEbc3Uv&_nc_oc=Adot-3NuTzAX8PBLR3yabIfWY2U9VvN40B29xjxyKvdi9PasQ37S19Q6q6vzCC4_azQ&_nc_zt=1&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=nqzHDntDu3iXCra2dpej1g&_nc_tpa=Q5bMBQGe9-4ULC7pW4oIRVwqU_EF5ix9hKRuGwDhwk1qEFxixx74_y68RJIaKqlYdUEOxCj1fOknRCUruA&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_AQAfZNy83ivfcwbNAvb05BWYI4ijpN9hdCHLum9TJJ_GZw&oe=6A6B3774,,2025-01-30 06:08:45+00:00,2025-01-30 06:08:45+00:00,161.86,4,0.0,2.547770700636943
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | INT,Custom | Static | Campaign Shoot | EOSS | CLP,Canada,Rest of the World,192.46,192.46,3,95,0.0,9.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQJHPqlXIUPXvWZBfpNwEh8AaDmHocqsC3IeNlJqS3Pw_EBK9dATD4fE9aVOvVyIv6rLZv93GFwOlzfMweT-_e1yMfmf0MNp0Wjdq9_PiMiDvmzMx527Dj_dTja3n-6PRK5g142xlwcbnekgjjAxU4be,,1,385541000000000.0,PAUSED,https://fb.me/21ji4XlsoyZBGKn,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,CA,https://scontent-iad6-1.xx.fbcdn.net/v/t45.1600-4/708300176_122109669122693921_310440359929773765_n.png?_nc_cat=109&ccb=1-7&_nc_ohc=lErjCwpEjN4Q7kNvwGm2zuN&_nc_oc=AdpT2mfOJEXR5eiWIS634uB8JJE_p2bemeBTfd-8PifnVLFZRZ0z60F9aDuHnQ5QW7I&_nc_zt=1&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=nqzHDntDu3iXCra2dpej1g&_nc_tpa=Q5bMBQFOHe1L13aESwlnLyIP6UHChuUfk41LHtJRhvMqc9tnSFD4AYM4i47gqZWDUW6ZPPGO_5mwvSwBlw&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_AQBl--YercFjtLJKIf7hj0ytaByzYSYrqWp12jdnIhAw7A&oe=6A6B36EC,,2025-01-30 06:08:45+00:00,2025-01-30 06:08:45+00:00,192.46,3,0.0,3.1578947368421053
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | INT,Custom | Video | Campaign Shoot | EOSS | CLP |,Canada,Rest of the World,0.89,0.89,1,2,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://www.facebook.com/reel/26901872262818672/,1,385541000000000.0,PAUSED,https://fb.me/25InKnImUHrWEQ8,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,CA,https://scontent-iad6-1.xx.fbcdn.net/v/t15.5256-10/721361146_2014654369139700_4434418873883884982_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=lt-4fhvrBHQQ7kNvwG5Erwo&_nc_oc=Adp3j0x3WWW-U8vkeMYtFiAUVrQ22zMvjiw38I1IVDvK8Rn2aEvxKyDa-YTdEfcS-ro&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=nqzHDntDu3iXCra2dpej1g&_nc_tpa=Q5bMBQFtBOPmK8pDvWy8LJu43JkMSqTCKK4GucCms1l_eLomUZIouWAEbUqBYSsnFHX0_Wqs9MM9uzZVww&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_AQDcVbgWEy3FrNcPqrc8IDDD25rAMQxWF25Ut5wZ1HwR-w&oe=6A6B47CD,https://scontent-iad6-1.xx.fbcdn.net/v/t15.5256-10/721361146_2014654369139700_4434418873883884982_n.jpg?stp=dst-jpg_p160x160_tt6&_nc_cat=100&ccb=1-7&_nc_sid=200999&_nc_ohc=lt-4fhvrBHQQ7kNvwHmbfTE&_nc_oc=Adqtq4s6wenDLoBY8A5vYLJVFxWoL87cx2I6lEr1y35sFlwkVW34eXHqBNIaZyi7kgw&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&edm=APRAPSkEAAAA&_nc_gid=3r_vk_j0gPyK5X9prNsvNQ&_nc_tpa=Q5bMBQFaGj8PXQDAoexnkjcNPljNlhWwi_kJoluUys6x6n3rf4HFpuDQardbGhdsLfOhM7ulRazu_uei5A&oh=00_AQBeehWESVO8Jl4IG3aZXxs5nCnYCdcB7GAIOBuTkH5pTg&oe=6A6B47CD,2025-01-30 06:08:45+00:00,2025-01-30 06:08:45+00:00,0.89,1,0.0,50.0
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | INT,Custom | Video | Campaign Shoot | EOSS | CLP | Event,Canada,Rest of the World,6.68,6.68,0,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://www.facebook.com/reel/1588509336205537/,1,385541000000000.0,PAUSED,https://fb.me/2aghFkOTSJcJ1TQ,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,CA,https://external-iad3-1.xx.fbcdn.net/emg1/v/t13/16353094287528321543?url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLxUVirCsJlKYLan5lV1gI5ZSqmMK4jBqbPrB790-4LQVDJlTKS_bhpT2P2oY2CD2pSTbQPS2458YzGcbO3JeEb6y4qk8wBPFK1Spj7REzkIfXT9TpIwX249H7JiegHq92Q63QGXFyKsaHpXsjaP5Mm&fb_obo=1&utld=facebook.com&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&edm=AAT1rw8EAAAA&_nc_gid=nqzHDntDu3iXCra2dpej1g&_nc_oc=AdoH69ROPV6a2P2R3GgPSzWZGXdp0dKuGakzP5BZXaXZXIOP1lDjopTM7g28y1Y66zk&ccb=13-1&oh=06_Q3_BAWJKg_41g77y21hlvpjygJMt1dSN8h5lD67zLvYEYPbN&oe=6A674554&_nc_sid=58080a,https://scontent-iad3-2.xx.fbcdn.net/v/t15.5256-10/708333512_1588509382872199_7624907091895186875_n.jpg?stp=dst-jpg_s160x160_tt6&_nc_cat=103&ccb=1-7&_nc_sid=810293&_nc_ohc=Zlv7ALIbB84Q7kNvwHcoWfU&_nc_oc=AdouhUwIopwaD9ziBxTd68eOXKSVEkOYS8ApLzeiMd36EXx9sUXN-EmIDdlOP9FRE2Q&_nc_zt=23&_nc_ht=scontent-iad3-2.xx&edm=APRAPSkEAAAA&_nc_gid=3r_vk_j0gPyK5X9prNsvNQ&_nc_tpa=Q5bMBQHVDh57mkjQze9HF7hkn0hgD0PkE5hjsFqc3qrDlzHbTuiobx9NBunr9LZ6i-YujXQ9zT73fBVQdw&oh=00_AQCvOfEeg6v1xxg_0dCClXxaFfenFvdXwbGpDS9T8t6nhA&oe=6A6B4C21,2025-01-30 06:08:45+00:00,2025-01-30 06:08:45+00:00,6.68,0,0.0,0.0
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | INT,Custom | Video | Campaign Shoot | EOSS | CLP | Event,Canada,Rest of the World,12.98,12.98,0,22,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://www.facebook.com/reel/27416979467952673/,1,385541000000000.0,PAUSED,https://fb.me/1W3U5f3LgR1mS2c,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,CA,https://scontent-iad6-1.xx.fbcdn.net/v/t15.5256-10/725393792_1478110593628850_4942367122138459067_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=qxUL16V0T14Q7kNvwHjQ_2l&_nc_oc=AdorPMRS6KriTZL0Yf3ecrhaFVXwm12Z45XUiA5RyknDao7yR5ngJCmISVIvrBhI3YA&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=nqzHDntDu3iXCra2dpej1g&_nc_tpa=Q5bMBQGS_xr-nFDyW9DciH0EPrcDzIL24w4eTIUgt0VokQ150Di2CZCKmHgzoqT7r24qMx5B_SiZ4iPwXw&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_AQA6RhYyH_QJHpqqNz-9IJyVQZDRK-j202HZEKlRnLM0kQ&oe=6A6B2DC2,https://scontent-iad6-1.xx.fbcdn.net/v/t15.5256-10/725393792_1478110593628850_4942367122138459067_n.jpg?stp=dst-jpg_s160x160_tt6&_nc_cat=100&ccb=1-7&_nc_sid=200999&_nc_ohc=qxUL16V0T14Q7kNvwHwTMzj&_nc_oc=AdrQWJ27VfR7OhY1bcoeh-YclObfoeSQP2sKpOB_8MTlYdu45xjMJWxlpqRNS1raCDo&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&edm=APRAPSkEAAAA&_nc_gid=3r_vk_j0gPyK5X9prNsvNQ&_nc_tpa=Q5bMBQER5JxAUxWWD15cStQTG24VD50ZEVnaQwURrgGIzPZbjfpPpkVgP9thyM8c8zvRgHC1hcJFZPG3Pw&oh=00_AQDqSCaa0NoVSsi4KdmHX_HmWxdnISE3bSzZ00VSB3DOtQ&oe=6A6B6602,2025-01-30 06:08:45+00:00,2025-01-30 06:08:45+00:00,12.98,0,0.0,0.0
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | Int,Catalogue | Carousal | Campaign Shoot | Flat 50% OFF,Australia,Rest of the World,3288.83,3288.83,134,2212,0.0,93.0,96.0,11,1.0,1.0,1.0,15370.0,0.0,75901.13,12870.0,15370.0,,,1,385541000000000.0,PAUSED,https://fb.me/qyg9xqTbczT4lLk,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,1,AU,https://scontent-iad6-1.xx.fbcdn.net/v/t39.2147-6/75341531_494485104475166_2751028116179648512_n.png?_nc_cat=1&ccb=1-7&_nc_ohc=qJSQTj5L0hYQ7kNvwF5EjiJ&_nc_oc=AdpDJv6PHtQVmI6fJsk6ImLgs5I1EhuyUbJyz5re1VEV_34FCZl-jACl1GvVHAoRKrs&_nc_zt=14&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=D8Is2LHn4PVIlTmrC-Wzpg&_nc_tpa=Q5bMBQKN_M0PKQj2RImILpD3q1KNOV-pv8wXEi1OTG-g0czDrkfq4H3eRs5q9IqHxAwuP9kGkpLx53xI3Q&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=39b8c1&_nc_sid=58080a&oh=00_AQG9PehlaKgN_5jD9NhQ7Ng7jjey0Qwf2fuPjF5u4di7hw&oe=6A951B04,,2026-05-28 08:20:07+00:00,2025-01-30 06:08:45+00:00,3288.83,134,4.673394489833771,6.0578661844484625
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | Int,Custom | Carousal | Campaign Shoot | Flat 50% OFF,Australia,Rest of the World,435.8,435.8,12,311,0.0,9.0,9.0,2,0.0,0.0,0.0,0.0,0.0,11125.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQKnmSNdvtGp49uy9RVhxq25dAl6HkZTNbcaSsCgWQmYJQBwr_Fibh33SuuJYtY2awQy_GAOaEtDhd9A4F19w7Pia9UH-qxwe5Zl_nAfROwIDKFQ-yEJ-g-7AOzR-Faf5cOT2vKGwQh2xzMBZKDQ3qr2,,1,385541000000000.0,PAUSED,https://fb.me/2fDLzaH2HLz3EQH,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,AU,https://scontent-iad3-2.xx.fbcdn.net/v/t45.1600-4/730776197_122113016258693921_8532132674987848043_n.jpg?_nc_cat=105&ccb=1-7&_nc_ohc=TJsYjt9HH48Q7kNvwEryUzu&_nc_oc=AdqPfuCPhkgocd4x8bXVgGKXeUFMw5y40UKjo48Ce15-DuxjnTn6zDmNPcFVZsXmBag&_nc_zt=1&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=nqzHDntDu3iXCra2dpej1g&_nc_tpa=Q5bMBQEhx3BlW-Kb-KKYrgXtTFfrJlTuFcQDvBxR74Zrg4FzH-lIJ37kiB5Psd7nwRk8xGy1wA8UBPf0_g&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_AQBFt_Gztho0zuREv_ZRfPva_OWzaQITmIrH5r3ubXqk4g&oe=6A6B5EE0,,2026-05-28 08:20:07+00:00,2025-01-30 06:08:45+00:00,435.8,12,0.0,3.858520900321544
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | Int,Custom | Static | Campaign & AI Shoot | CLP,Australia,Rest of the World,525.59,525.59,17,324,0.0,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQJeRiEl2s_DabwofUQV1FrLr4SL60ku46l9XauTWPr7SZz0KDPP-lMiEkYlocWPwpmQWYMRxLfPzqpGcHQzTAXFFIhhi6pBJ5P1h1zHt19izsbH4rs2z67T_UTgtZwij_sGDpJdP_2TyK-A2SDeNzhY,,1,385541000000000.0,ACTIVE,https://fb.me/25RUd8xtvxvO3zO,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,AU,https://scontent-iad3-2.xx.fbcdn.net/v/t45.1600-4/745864628_122115476678693921_5918805144009625868_n.jpg?_nc_cat=111&ccb=1-7&_nc_ohc=tNH3uGEl9LIQ7kNvwF9VHHR&_nc_oc=AdrTjhA1NVuTheUEaT3ItkZbsaWoGTlqGNyg3dq53zzQVM8Vrn9Vpb8IjHUOhWy6N6c&_nc_zt=1&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=zq5EHOGZjpDhxdvwII7_ow&_nc_tpa=Q5bMBQJCc4_SlJsLa3plDjtyZuB8n9mb43z1n77f-Q7vtnlRSjiGdLe9lRDOW8B_auA3dkfZ_fiIX6HPrA&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_AQF5h0ZOctQsHpxblIa--n-S4ToF5bCnB0gWnsDpWekaPA&oe=6A94A28A,,2026-05-28 08:20:07+00:00,2025-01-30 06:08:45+00:00,525.59,17,0.0,5.246913580246913
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | Int,Custom | Static | Campaign Shoot | EOSS | CLP,Australia,Rest of the World,823.55,823.55,35,665,0.0,23.0,24.0,1,0.0,0.0,0.0,0.0,0.0,2805.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQIXCWS4_IACuhxToJTnTd0IsdRwjsMYMxD4ODNJvyTcjxZXsMreErLpaq-G1hRAj91lzZq-PLjolymeSDHJh1cc17E6VNimqRoCLW_RRWaoggltmVY3mlUKQBGCpcbsX6bWyDMUqoY9KGCBwlEGJpZx,,1,385541000000000.0,PAUSED,https://fb.me/2end4TCJBKF3EMO,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,AU,https://scontent-iad3-2.xx.fbcdn.net/v/t45.1600-4/726900057_122112387302693921_620406706120147373_n.jpg?_nc_cat=103&ccb=1-7&_nc_ohc=IH4DnULJHdcQ7kNvwHamcE9&_nc_oc=Ado_dUJ2ZVPWTlle1n9faY0jW8gRvefudxcHb02P2KGBi3K7pAuqHuRXwAnjgo-89-Q&_nc_zt=1&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=nqzHDntDu3iXCra2dpej1g&_nc_tpa=Q5bMBQGUsV6yWA9svil7xf8AENLm14WWaV-VMGfvaNc42S-dUoKU_nKEDV-2itrp7BI0G7LlaEj5CWe05g&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_AQDBUU7RtYe3DMf-Bo6otCk4lIHHF9yCNL3g4e9_IV6AWg&oe=6A6B562C,,2026-05-28 08:20:07+00:00,2025-01-30 06:08:45+00:00,823.55,35,0.0,5.263157894736842
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | Int,Custom | Static | Campaign Shoot | EOSS | CLP,United Kingdom,Rest of the World,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.facebook.com/ads/image/?d=AQIXCWS4_IACuhxToJTnTd0IsdRwjsMYMxD4ODNJvyTcjxZXsMreErLpaq-G1hRAj91lzZq-PLjolymeSDHJh1cc17E6VNimqRoCLW_RRWaoggltmVY3mlUKQBGCpcbsX6bWyDMUqoY9KGCBwlEGJpZx,,1,385541000000000.0,PAUSED,https://fb.me/2end4TCJBKF3EMO,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,GB,https://scontent-iad3-2.xx.fbcdn.net/v/t45.1600-4/726900057_122112387302693921_620406706120147373_n.jpg?_nc_cat=103&ccb=1-7&_nc_ohc=IH4DnULJHdcQ7kNvwHamcE9&_nc_oc=Ado_dUJ2ZVPWTlle1n9faY0jW8gRvefudxcHb02P2KGBi3K7pAuqHuRXwAnjgo-89-Q&_nc_zt=1&_nc_ht=scontent-iad3-2.xx&edm=AAT1rw8EAAAA&_nc_gid=nqzHDntDu3iXCra2dpej1g&_nc_tpa=Q5bMBQGUsV6yWA9svil7xf8AENLm14WWaV-VMGfvaNc42S-dUoKU_nKEDV-2itrp7BI0G7LlaEj5CWe05g&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=52f3c4&_nc_sid=58080a&oh=00_AQDBUU7RtYe3DMf-Bo6otCk4lIHHF9yCNL3g4e9_IV6AWg&oe=6A6B562C,,2026-05-28 08:20:07+00:00,2025-01-30 06:08:45+00:00,0.0,0,,
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | Int,Custom | Video | Campaign Shoot | EOSS | CLP,Australia,Rest of the World,460.88,460.88,19,395,0.0,9.0,8.0,10,0.0,0.0,0.0,0.0,0.0,54580.0,0.0,0.0,,https://www.facebook.com/reel/1024806290062298/,1,385541000000000.0,PAUSED,https://fb.me/2427Er8p8MqAnpG,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,AU,https://scontent-iad6-1.xx.fbcdn.net/v/t15.5256-10/725393792_1478110593628850_4942367122138459067_n.jpg?_nc_cat=100&ccb=1-7&_nc_ohc=qxUL16V0T14Q7kNvwHwTMzj&_nc_oc=AdrQWJ27VfR7OhY1bcoeh-YclObfoeSQP2sKpOB_8MTlYdu45xjMJWxlpqRNS1raCDo&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=1p7rnOQ_1JvGSomG-SfZXg&_nc_tpa=Q5bMBQGvKFYSe45z5MkUyHC4908OwWTzrEPkJjGfat4uE-eOagr3Lh0mH-7vK86zv48Xmx4IwofggsqgIg&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_AQAAbtBYvuLNT0g7axY0TgI7x5_iJK8NdTtGC2p0H5EPxw&oe=6A6B6602,https://scontent-iad6-1.xx.fbcdn.net/v/t15.5256-10/725393792_1478110593628850_4942367122138459067_n.jpg?stp=dst-jpg_s160x160_tt6&_nc_cat=100&ccb=1-7&_nc_sid=200999&_nc_ohc=qxUL16V0T14Q7kNvwHwTMzj&_nc_oc=AdrQWJ27VfR7OhY1bcoeh-YclObfoeSQP2sKpOB_8MTlYdu45xjMJWxlpqRNS1raCDo&_nc_zt=23&_nc_ht=scontent-iad6-1.xx&edm=APRAPSkEAAAA&_nc_gid=3r_vk_j0gPyK5X9prNsvNQ&_nc_tpa=Q5bMBQE0qR4fzhCCTqYFKmQO8DIDpkYFDs-aIEfYuaOeJYYHce_hl1wyGIuBZg76duWX7LamtOu-SyBV9Q&oh=00_AQCz4bhutibpIC5MaFcrOyqIeU1BOv_akHH0we9z4nvj9Q&oe=6A6B6602,2026-05-28 08:20:07+00:00,2025-01-30 06:08:45+00:00,460.88,19,0.0,4.810126582278481
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | Int,Custom | Video | Campaign Shoot | EOSS | CLP | Event,Australia,Rest of the World,273.49,273.49,3,143,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,5625.0,0.0,0.0,,https://www.facebook.com/reel/1637102684250130/,1,385541000000000.0,ACTIVE,https://fb.me/1Vl4Cv6zncwY8to,ACTIVE,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,AU,https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/715404921_944040271924671_6253736722400649006_n.jpg?_nc_cat=110&ccb=1-7&_nc_ohc=2LeFX0yiPxwQ7kNvwGDy73U&_nc_oc=AdpvkAbAd7PEUbgeWy-ruEqJlHesSo096NjZX8J71CYu_sjVmdh18zKhfNTUjhVcO-c&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&edm=AAT1rw8EAAAA&_nc_gid=zq5EHOGZjpDhxdvwII7_ow&_nc_tpa=Q5bMBQKCsdn4WQbSQ1X_U7BJf2X64BqK6M7984JAw-JRzUmIolMENKOhHK7mqz5xDT2iUH42cLU9M6e6KA&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=b696e2&_nc_sid=58080a&oh=00_AQFmaXx4WYJTkspZ2ZnVuHkkFYPNB-iVLP9UTNeQ1l0dsA&oe=6A94B1CB,https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/715404921_944040271924671_6253736722400649006_n.jpg?stp=dst-jpg_p160x160_tt6&_nc_cat=110&ccb=1-7&_nc_sid=200999&_nc_ohc=QucUAAImAUEQ7kNvwH2RD4Q&_nc_oc=AdqzDR__33psZX0iYSpPT05-oOjB_YycCVSt89RnqvK-eqIuhbcYmL8QT8L_az7wJwA&_nc_zt=23&_nc_ht=scontent-iad3-1.xx&edm=APRAPSkEAAAA&_nc_gid=q8q_qQGe1IqaX5uNJgFKog&_nc_tpa=Q5bMBQL2PZGqxGRdGJWmCCAGpfxs5mT8E00aos8b7mdHnijixVG2yMM8uSzrtXMpp-2VhwloBQQ3ZErnWw&oh=00_AQHePGJylxkNeNbfiWs6Xr0Y2N2Z6yGlL_2SuBaq1q3wpw&oe=6A95CB0B,2026-05-28 08:20:07+00:00,2025-01-30 06:08:45+00:00,273.49,3,0.0,2.097902097902098
XYZ Luxury,2026-06-24,Growify | MOF & BOF | Sale | India +intl,ACTIVE,Ecomm | Mof + Bof & retargeting | United states,Catalogue | Carousal | Campaign Shoot | Flat 40% OFF,United States,USA,2575.93,2575.93,61,1173,0.0,43.0,53.0,18,0.0,0.0,0.0,0.0,0.0,131466.76,0.0,0.0,,,1,385541000000000.0,ADSET_PAUSED,https://fb.me/2ibHCvFSdI5ubMJ,PAUSED,OUTCOME_SALES,offsite_conversion.fb_pixel_purchase,0,US,https://scontent-iad6-1.xx.fbcdn.net/v/t39.2147-6/75341531_494485104475166_2751028116179648512_n.png?_nc_cat=1&ccb=1-7&_nc_ohc=qJSQTj5L0hYQ7kNvwEwXQ_Q&_nc_oc=Adqb0QD-QipU0Xgy9WwLPy9F5kvbUXpBQ1rgU_1zqTegrQzwmJDpb551zT2R39_OFYY&_nc_zt=14&_nc_ht=scontent-iad6-1.xx&edm=AAT1rw8EAAAA&_nc_gid=sbrg-haGOKOaLO9JyKnEIw&_nc_tpa=Q5bMBQL1D1vLUYPaU1DygN-cpTVpEifhpB_ej1Luk-Xwt6DbrPWYED_ETf99fSdMX_d4wrXSuAkDE8pf3g&stp=c0.5000x0.5000f_dst-emg0_p64x64_q75_tt6&ur=39b8c1&_nc_sid=58080a&oh=00_AQG8k-PhpM6gIaCanbf4WBNqOPMk6lLJfHVIKYuUNrh7Qg&oe=6A94E2C4,,2026-05-28 08:17:47+00:00,2025-01-30 06:08:45+00:00,2575.93,61,0.0,5.200341005967604
