Date,Platform,Campaign,Spend (INR),Revenue (INR),Clicks,Impressions,Purchases,ROAS,CTR,CPC (INR),CPM (INR),Conversion Rate,AOV (INR)
2026-04-05,Facebook,Growify | MOF & BOF | Sale | India +intl,283.84,0.0,42,1098,0.0,0.0,3.825136612021858,6.758095238095238,258.50637522768665,0.0,
2026-04-05,Facebook,Growify | MOF & BOF | Sale | India +intl,130.6,0.0,93,1293,0.0,0.0,7.192575406032482,1.4043010752688172,101.00541376643464,0.0,
2026-04-05,Facebook,Growify | MOF & BOF | Sale | India +intl,84.49,0.0,44,507,0.0,0.0,8.678500986193294,1.9202272727272727,166.64694280078896,0.0,
2026-04-05,Facebook,Growify | TOF | Sale | India,220.66,0.0,62,1662,0.0,0.0,3.730445246690734,3.559032258064516,132.76774969915763,0.0,
2026-04-05,Facebook,Growify | TOF | Sale | India,14.45,0.0,1,30,0.0,0.0,3.3333333333333335,14.45,481.66666666666663,0.0,
2026-04-05,Facebook,Growify | TOF | Sale | India,24.13,0.0,0,64,0.0,0.0,0.0,,377.03125,,
2026-04-05,Facebook,Growify | TOF | Sale | India,17.31,0.0,0,31,0.0,0.0,0.0,,558.3870967741935,,
2026-04-05,Facebook,Growify | TOF | Sale | India,445.88,0.0,575,8927,0.0,0.0,6.441133639520556,0.7754434782608696,49.94735073372914,0.0,
2026-04-05,Facebook,Growify | TOF | Sale | India,3.47,0.0,0,27,0.0,0.0,0.0,,128.51851851851853,,
2026-04-05,Facebook,Growify | TOF | Sale | India,1.2,0.0,0,10,0.0,0.0,0.0,,120.0,,
2026-04-05,Facebook,Growify | TOF | Sale | India,37.39,0.0,9,132,0.0,0.0,6.8181818181818175,4.154444444444445,283.25757575757575,0.0,
2026-04-05,Facebook,Growify | TOF | Sale | India,1.16,0.0,0,8,0.0,0.0,0.0,,145.0,,
2026-04-05,Facebook,Growify | TOF | Sale | India,98.63,40600.0,17,357,1.0,411.639460610362,4.761904761904762,5.801764705882353,276.27450980392155,5.88235294117647,40600.0
2026-04-05,Facebook,Growify | TOF | Sale | US,48.27,0.0,1,12,0.0,0.0,8.333333333333332,48.27,4022.5,0.0,
2026-04-05,Facebook,Growify | TOF | Sale | US,60.62,0.0,2,16,0.0,0.0,12.5,30.31,3788.75,0.0,
2026-04-05,Facebook,Growify | TOF | Sale | US,124.81,0.0,0,22,0.0,0.0,0.0,,5673.181818181818,,
2026-04-05,Facebook,Growify | TOF | Sale | US,114.72,0.0,6,98,0.0,0.0,6.122448979591836,19.12,1170.6122448979593,0.0,
2026-04-05,Facebook,Growify | TOF | Sale | US,277.88,0.0,5,130,0.0,0.0,3.8461538461538463,55.576,2137.5384615384614,0.0,
2026-04-05,Facebook,Growify | TOF | Sale | US,1075.58,0.0,20,533,0.0,0.0,3.75234521575985,53.778999999999996,2017.9737335834895,0.0,
2026-04-05,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0,,,,,,
2026-04-05,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0,,,,,,
2026-04-05,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0,,,,,,
2026-04-05,Facebook,Growify | TOF | Traffic | India,12.09,0.0,7,798,0.0,0.0,0.8771929824561403,1.727142857142857,15.150375939849624,0.0,
2026-04-05,Facebook,Growify | TOF | Traffic | India,75.31,0.0,152,1239,0.0,0.0,12.267958030669895,0.49546052631578946,60.782889426957226,0.0,
2026-04-05,Facebook,Growify | TOF | Traffic | India,61.46,0.0,68,4063,0.0,0.0,1.6736401673640167,0.9038235294117647,15.126753630322423,0.0,
2026-04-06,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,1285.16,0.0,465,6457,0.0,0.0,7.201486758556605,2.763784946236559,199.0336069382066,0.0,
2026-04-06,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,6587.53,0.0,217,7825,0.0,0.0,2.7731629392971247,30.357281105990783,841.8568690095847,0.0,
2026-04-06,Facebook,Growify | MOF & BOF | Sale | India +intl,0.45,0.0,0,3,0.0,0.0,0.0,,150.0,,
2026-04-06,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,1,0.0,,0.0,,0.0,,
2026-04-06,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Growify | MOF & BOF | Sale | India +intl,568.43,0.0,37,2225,0.0,0.0,1.6629213483146068,15.362972972972972,255.47415730337076,0.0,
2026-04-06,Facebook,Growify | MOF & BOF | Sale | India +intl,828.08,13650.0,168,3815,1.0,16.483914597623418,4.4036697247706424,4.929047619047619,217.0589777195282,0.5952380952380952,13650.0
2026-04-06,Facebook,Growify | MOF & BOF | Sale | India +intl,1299.93,0.0,1634,21342,0.0,0.0,7.656264642488988,0.7955507955936353,60.90947427607535,0.0,
2026-04-06,Facebook,Growify | MOF & BOF | Sale | India +intl,0.12,0.0,1,10,0.0,0.0,10.0,0.12,12.0,0.0,
2026-04-06,Facebook,Growify | TOF | Sale | India,1349.76,0.0,720,19804,0.0,0.0,3.6356291658250854,1.8746666666666667,68.15592809533427,0.0,
2026-04-06,Facebook,Growify | TOF | Sale | India,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Growify | TOF | Sale | India,8.34,0.0,0,3,0.0,0.0,0.0,,2780.0,,
2026-04-06,Facebook,Growify | TOF | Sale | India,2195.95,0.0,4274,64573,0.0,0.0,6.618865470088117,0.5137927000467946,34.007247611230696,0.0,
2026-04-06,Facebook,Growify | TOF | Sale | India,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Growify | TOF | Sale | India,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Growify | TOF | Sale | India,0.17,0.0,0,3,0.0,0.0,0.0,,56.66666666666667,,
2026-04-06,Facebook,Growify | TOF | Sale | India,153.9,0.0,43,738,0.0,0.0,5.826558265582656,3.579069767441861,208.53658536585368,0.0,
2026-04-06,Facebook,Growify | TOF | Sale | US,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Growify | TOF | Sale | US,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Growify | TOF | Sale | US,25.56,0.0,3,8,0.0,0.0,37.5,8.52,3195.0,0.0,
2026-04-06,Facebook,Growify | TOF | Sale | US,320.48,0.0,7,133,0.0,0.0,5.263157894736842,45.78285714285715,2409.6240601503764,0.0,
2026-04-06,Facebook,Growify | TOF | Sale | US,446.97,0.0,9,163,0.0,0.0,5.521472392638037,49.663333333333334,2742.147239263804,0.0,
2026-04-06,Facebook,Growify | TOF | Sale | US,1013.48,0.0,36,494,0.0,0.0,7.28744939271255,28.15222222222222,2051.5789473684213,0.0,
2026-04-06,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0,,,,,,
2026-04-06,Facebook,Growify | TOF | Traffic | India,10.94,0.0,5,310,0.0,0.0,1.6129032258064515,2.1879999999999997,35.29032258064516,0.0,
2026-04-06,Facebook,Growify | TOF | Traffic | India,86.44,0.0,121,1953,0.0,0.0,6.1955965181771635,0.7143801652892562,44.260112647209425,0.0,
2026-04-06,Facebook,Growify | TOF | Traffic | India,205.82,0.0,255,25280,0.0,0.0,1.0087025316455696,0.8071372549019608,8.141613924050631,0.0,
2026-04-07,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,2990.01,0.0,753,10852,0.0,0.0,6.938813122005161,3.970796812749004,275.52617029119057,0.0,
2026-04-07,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,68.8,0.0,0,115,0.0,0.0,0.0,,598.2608695652174,,
2026-04-07,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,6305.14,0.0,208,7103,0.0,0.0,2.928340137969872,30.31317307692308,887.6728143038152,0.0,
2026-04-07,Facebook,Growify | MOF & BOF | Sale | India +intl,586.95,4200.0,77,1938,1.0,7.155635062611807,3.973168214654283,7.622727272727273,302.8637770897833,1.2987012987012987,4200.0
2026-04-07,Facebook,Growify | MOF & BOF | Sale | India +intl,0.03,0.0,0,1,0.0,0.0,0.0,,30.0,,
2026-04-07,Facebook,Growify | MOF & BOF | Sale | India +intl,832.5,0.0,71,4730,0.0,0.0,1.5010570824524312,11.725352112676056,176.0042283298097,0.0,
2026-04-07,Facebook,Growify | MOF & BOF | Sale | India +intl,1917.69,0.0,581,12256,0.0,0.0,4.740535248041775,3.300671256454389,156.46948433420366,0.0,
2026-04-07,Facebook,Growify | MOF & BOF | Sale | India +intl,2456.81,24150.0,3231,43602,1.0,9.829819969798235,7.410210540800881,0.7603868771278242,56.34626851979267,0.03095017022593624,24150.0
2026-04-07,Facebook,Growify | MOF & BOF | Sale | India +intl,839.81,26250.0,1524,17380,1.0,31.257070051559282,8.768699654775604,0.5510564304461942,48.3204833141542,0.06561679790026247,26250.0
2026-04-07,Facebook,Growify | TOF | Sale | India,3196.02,0.0,1629,42510,0.0,0.0,3.832039520112915,1.96195211786372,75.18278052223008,0.0,
2026-04-07,Facebook,Growify | TOF | Sale | India,241.25,0.0,12,2219,0.0,0.0,0.540784136998648,20.104166666666668,108.7201442091032,0.0,
2026-04-07,Facebook,Growify | TOF | Sale | India,57.26,0.0,5,119,0.0,0.0,4.201680672268908,11.452,481.17647058823525,0.0,
2026-04-07,Facebook,Growify | TOF | Sale | India,17.11,0.0,0,110,0.0,0.0,0.0,,155.54545454545453,,
2026-04-07,Facebook,Growify | TOF | Sale | India,0.45,0.0,0,3,0.0,0.0,0.0,,150.0,,
2026-04-07,Facebook,Growify | TOF | Sale | India,3525.52,13650.0,8229,132677,1.0,3.8717692709160634,6.202280726878057,0.42842629724146314,26.572201662684563,0.012152144853566653,13650.0
2026-04-07,Facebook,Growify | TOF | Sale | India,3.33,0.0,0,5,0.0,0.0,0.0,,666.0,,
2026-04-07,Facebook,Growify | TOF | Sale | India,1.25,0.0,0,13,0.0,0.0,0.0,,96.15384615384616,,
2026-04-07,Facebook,Growify | TOF | Sale | India,130.61,0.0,20,332,0.0,0.0,6.024096385542169,6.530500000000001,393.40361445783134,0.0,
2026-04-07,Facebook,Growify | TOF | Sale | India,0.07,0.0,0,3,0.0,0.0,0.0,,23.333333333333336,,
2026-04-07,Facebook,Growify | TOF | Sale | India,571.37,0.0,137,2908,0.0,0.0,4.711141678129298,4.170583941605839,196.4821182943604,0.0,
2026-04-07,Facebook,Growify | TOF | Sale | US,72.43,0.0,2,47,0.0,0.0,4.25531914893617,36.215,1541.063829787234,0.0,
2026-04-07,Facebook,Growify | TOF | Sale | US,75.7,0.0,1,57,0.0,0.0,1.7543859649122806,75.7,1328.0701754385966,0.0,
2026-04-07,Facebook,Growify | TOF | Sale | US,223.87,0.0,4,62,0.0,0.0,6.451612903225806,55.9675,3610.8064516129034,0.0,
2026-04-07,Facebook,Growify | TOF | Sale | US,546.22,0.0,13,322,0.0,0.0,4.037267080745342,42.01692307692308,1696.3354037267081,0.0,
2026-04-07,Facebook,Growify | TOF | Sale | US,502.07,0.0,10,259,0.0,0.0,3.861003861003861,50.207,1938.4942084942086,0.0,
2026-04-07,Facebook,Growify | TOF | Sale | US,2986.57,0.0,61,979,0.0,0.0,6.230847803881511,48.960163934426234,3050.633299284985,0.0,
2026-04-07,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0,,,,,,
2026-04-07,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0,,,,,,
2026-04-07,Facebook,Growify | TOF | Traffic | India,2.17,0.0,2,92,0.0,0.0,2.1739130434782608,1.085,23.58695652173913,0.0,
2026-04-07,Facebook,Growify | TOF | Traffic | India,173.39,0.0,247,3128,0.0,0.0,7.896419437340153,0.7019838056680161,55.431585677749354,0.0,
2026-04-07,Facebook,Growify | TOF | Traffic | India,476.95,0.0,548,59075,0.0,0.0,0.9276343630977572,0.8703467153284671,8.073635209479475,0.0,
2026-04-08,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,3042.41,4418.4,951,13667,1.0,1.452269746681085,6.958366869100753,3.1991692954784434,222.60993634301602,0.10515247108307045,4418.4
2026-04-08,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,44.44,0.0,1,95,0.0,0.0,1.0526315789473684,44.44,467.78947368421046,0.0,
2026-04-08,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,6122.98,0.0,231,6350,0.0,0.0,3.637795275590551,26.506406926406925,964.2488188976376,0.0,
2026-04-08,Facebook,Growify | MOF & BOF | Sale | India +intl,493.17,0.0,93,3848,0.0,0.0,2.416839916839917,5.3029032258064515,128.16268191268193,0.0,
2026-04-08,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0,,,,,,
2026-04-08,Facebook,Growify | MOF & BOF | Sale | India +intl,15.0,0.0,22,160,0.0,0.0,13.750000000000002,0.6818181818181818,93.75,0.0,
2026-04-08,Facebook,Growify | MOF & BOF | Sale | India +intl,592.02,28350.0,73,2853,1.0,47.88689571298267,2.5587101296880475,8.10986301369863,207.50788643533122,1.36986301369863,28350.0
2026-04-08,Facebook,Growify | MOF & BOF | Sale | India +intl,1925.8,0.0,1259,18848,0.0,0.0,6.679753820033955,1.529626687847498,102.17529711375212,0.0,
2026-04-08,Facebook,Growify | MOF & BOF | Sale | India +intl,2107.33,5382.3,2847,38519,1.0,2.5540850270247186,7.391157610529868,0.7401931858096241,54.708844985591526,0.035124692658939236,5382.3
2026-04-08,Facebook,Growify | MOF & BOF | Sale | India +intl,935.72,0.0,1505,17199,0.0,0.0,8.75050875050875,0.6217408637873755,54.405488691202976,0.0,
2026-04-08,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0,,,,,,
2026-04-08,Facebook,Growify | TOF | Sale | India,2504.1,0.0,1821,51151,0.0,0.0,3.560047701902211,1.3751235584843493,48.95505464213798,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | India,239.55,0.0,25,1058,0.0,0.0,2.3629489603024574,9.582,226.4177693761815,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | India,132.6,0.0,1,155,0.0,0.0,0.6451612903225806,132.6,855.483870967742,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | India,70.69,0.0,10,176,0.0,0.0,5.681818181818182,7.069,401.64772727272725,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | India,16.87,0.0,0,13,0.0,0.0,0.0,,1297.6923076923076,,
2026-04-08,Facebook,Growify | TOF | Sale | India,3667.83,0.0,10507,177177,0.0,0.0,5.93022796412627,0.34908441991053585,20.701501887942563,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | India,2.67,0.0,0,7,0.0,0.0,0.0,,381.4285714285714,,
2026-04-08,Facebook,Growify | TOF | Sale | India,1.43,0.0,1,14,0.0,0.0,7.142857142857142,1.43,102.14285714285714,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | India,21.31,0.0,10,217,0.0,0.0,4.6082949308755765,2.131,98.20276497695852,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | India,1.11,0.0,0,5,0.0,0.0,0.0,,222.00000000000003,,
2026-04-08,Facebook,Growify | TOF | Sale | India,182.56,0.0,77,1645,0.0,0.0,4.680851063829787,2.370909090909091,110.97872340425532,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | US,32.31,0.0,1,20,0.0,0.0,5.0,32.31,1615.5000000000002,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | US,103.75,0.0,4,38,0.0,0.0,10.526315789473683,25.9375,2730.2631578947367,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | US,447.47,0.0,14,175,0.0,0.0,8.0,31.962142857142858,2556.971428571429,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | US,510.93,0.0,24,290,0.0,0.0,8.275862068965518,21.28875,1761.8275862068965,0.0,
2026-04-08,Facebook,Growify | TOF | Sale | US,597.1,45864.6,14,242,2.0,76.81225925305644,5.785123966942149,42.65,2467.3553719008264,14.285714285714285,22932.3
2026-04-08,Facebook,Growify | TOF | Sale | US,2514.14,0.0,57,1076,0.0,0.0,5.297397769516729,44.10771929824561,2336.561338289963,0.0,
2026-04-08,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0,,,,,,
2026-04-08,Facebook,Growify | TOF | Traffic | India,1.3,0.0,0,75,0.0,0.0,0.0,,17.333333333333332,,
2026-04-08,Facebook,Growify | TOF | Traffic | India,222.47,0.0,373,3764,0.0,0.0,9.909670563230605,0.5964343163538874,59.10467587672689,0.0,
2026-04-08,Facebook,Growify | TOF | Traffic | India,405.51,0.0,523,55622,0.0,0.0,0.9402754305850204,0.7753537284894837,7.290460609111503,0.0,
2026-04-09,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,2347.98,0.0,847,12024,0.0,0.0,7.044244843646041,2.7721133412042502,195.2744510978044,0.0,
2026-04-09,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,417.03,0.0,238,2562,0.0,0.0,9.289617486338798,1.7522268907563023,162.7751756440281,0.0,
2026-04-09,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,656.76,0.0,9,467,0.0,0.0,1.9271948608137044,72.97333333333333,1406.3383297644539,0.0,
2026-04-09,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,6.27,0.0,0,8,0.0,0.0,0.0,,783.75,,
2026-04-09,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,8.39,0.0,0,8,0.0,0.0,0.0,,1048.75,,
2026-04-09,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,464.9,0.0,41,400,0.0,0.0,10.25,11.339024390243901,1162.25,0.0,
2026-04-09,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,3659.94,0.0,125,3175,0.0,0.0,3.937007874015748,29.27952,1152.7370078740157,0.0,
2026-04-09,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,198.12,0.0,10,228,0.0,0.0,4.385964912280701,19.812,868.9473684210527,0.0,
2026-04-09,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,563.69,0.0,44,571,0.0,0.0,7.705779334500876,12.811136363636365,987.197898423818,0.0,
2026-04-09,Facebook,Growify | MOF & BOF | Sale | India +intl,506.57,0.0,73,3423,0.0,0.0,2.132632193981887,6.93931506849315,147.99006719252117,0.0,
2026-04-09,Facebook,Growify | MOF & BOF | Sale | India +intl,273.77,0.0,22,1136,0.0,0.0,1.936619718309859,12.444090909090908,240.99471830985914,0.0,
2026-04-09,Facebook,Growify | MOF & BOF | Sale | India +intl,542.85,0.0,58,2940,0.0,0.0,1.9727891156462583,9.35948275862069,184.64285714285717,0.0,
2026-04-09,Facebook,Growify | MOF & BOF | Sale | India +intl,2092.889999,0.0,732,14022,0.0,0.0,5.220367993153616,2.859139342896175,149.25759513621452,0.0,
2026-04-09,Facebook,Growify | MOF & BOF | Sale | India +intl,1996.03,8050.0,2169,28777,1.0,4.033005515949159,7.53726934704799,0.9202535730751499,69.36199047850714,0.04610419548178884,8050.0
2026-04-09,Facebook,Growify | MOF & BOF | Sale | India +intl,1314.91,0.0,1357,16502,0.0,0.0,8.223245667191856,0.9689830508474577,79.68185674463702,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | India,1034.609999,0.0,624,18969,0.0,0.0,3.289577732089198,1.658028844551282,54.5421476619748,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | India,271.59,0.0,15,1150,0.0,0.0,1.3043478260869565,18.105999999999998,236.16521739130434,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | India,65.08,0.0,5,159,0.0,0.0,3.1446540880503147,13.016,409.30817610062894,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | India,107.0,0.0,1,227,0.0,0.0,0.4405286343612335,107.0,471.36563876651985,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | India,1065.46,0.0,167,3304,0.0,0.0,5.054479418886198,6.38,322.4757869249395,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | India,2240.16,0.0,4885,74007,0.0,0.0,6.600726958260705,0.4585793244626407,30.269569094815353,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | India,19.53,0.0,2,93,0.0,0.0,2.1505376344086025,9.765,210.00000000000003,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | India,0.94,0.0,0,2,0.0,0.0,0.0,,470.0,,
2026-04-09,Facebook,Growify | TOF | Sale | India,0.08,0.0,0,4,0.0,0.0,0.0,,20.0,,
2026-04-09,Facebook,Growify | TOF | Sale | India,65.29,0.0,9,278,0.0,0.0,3.237410071942446,7.254444444444445,234.8561151079137,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | India,404.09,0.0,105,1941,0.0,0.0,5.4095826893353935,3.84847619047619,208.18650180319423,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | US,146.75,0.0,0,43,0.0,0.0,0.0,,3412.7906976744184,,
2026-04-09,Facebook,Growify | TOF | Sale | US,43.77,0.0,1,32,0.0,0.0,3.125,43.77,1367.8125,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | US,269.79,0.0,11,98,0.0,0.0,11.224489795918368,24.526363636363637,2752.9591836734694,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | US,641.82,23250.0,7,135,1.0,36.22510984388146,5.185185185185185,91.68857142857144,4754.222222222223,14.285714285714285,23250.0
2026-04-09,Facebook,Growify | TOF | Sale | US,2152.86,0.0,24,869,0.0,0.0,2.761795166858458,89.7025,2477.3993095512083,0.0,
2026-04-09,Facebook,Growify | TOF | Sale | US,1544.29,0.0,41,795,0.0,0.0,5.157232704402516,37.66560975609756,1942.503144654088,0.0,
2026-04-09,Facebook,Growify | TOF | Sales | India | Open,956.03,0.0,251,31079,0.0,0.0,0.8076192927700376,3.8088844621513944,30.761285755654946,0.0,
2026-04-09,Facebook,Growify | TOF | Sales | India | Open,4.32,0.0,0,42,0.0,0.0,0.0,,102.85714285714288,,
2026-04-09,Facebook,Growify | TOF | Sales | India | Open,31.2,0.0,5,205,0.0,0.0,2.4390243902439024,6.24,152.1951219512195,0.0,
2026-04-09,Facebook,Growify | TOF | Traffic | India,0.01,0.0,0,1,0.0,0.0,0.0,,10.0,,
2026-04-09,Facebook,Growify | TOF | Traffic | India,122.42,0.0,222,1672,0.0,0.0,13.277511961722489,0.5514414414414415,73.21770334928229,0.0,
2026-04-09,Facebook,Growify | TOF | Traffic | India,464.21,0.0,539,66877,0.0,0.0,0.8059572050181677,0.8612430426716141,6.941250355129566,0.0,
2026-04-10,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,1049.859999,0.0,169,2843,0.0,0.0,5.944424903271192,6.212189343195266,369.2789303552585,0.0,
2026-04-10,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,1216.33,0.0,347,4120,0.0,0.0,8.422330097087379,3.5052737752161383,295.22572815533977,0.0,
2026-04-10,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,10.09,0.0,1,15,0.0,0.0,6.666666666666667,10.09,672.6666666666666,0.0,
2026-04-10,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,1539.32,0.0,88,1200,0.0,0.0,7.333333333333333,17.492272727272727,1282.7666666666667,0.0,
2026-04-10,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,0.0,27890.1,0,0,1.0,,,,,,27890.1
2026-04-10,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,188.68,0.0,7,206,0.0,0.0,3.3980582524271843,26.954285714285714,915.9223300970874,0.0,
2026-04-10,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,1506.56,0.0,78,1121,0.0,0.0,6.95807314897413,19.314871794871795,1343.9429081177518,0.0,
2026-04-10,Facebook,Growify | MOF & BOF | Sale | India +intl,316.92,0.0,61,2427,0.0,0.0,2.5133910177173466,5.195409836065574,130.58096415327566,0.0,
2026-04-10,Facebook,Growify | MOF & BOF | Sale | India +intl,395.69,0.0,57,2721,0.0,0.0,2.0948180815876514,6.941929824561403,145.42080117603822,0.0,
2026-04-10,Facebook,Growify | MOF & BOF | Sale | India +intl,1686.2,0.0,694,14829,0.0,0.0,4.680018881920561,2.4296829971181557,113.7096230359431,0.0,
2026-04-10,Facebook,Growify | MOF & BOF | Sale | India +intl,860.78,0.0,1014,9476,0.0,0.0,10.700717602363866,0.8488954635108481,90.83790628957365,0.0,
2026-04-10,Facebook,Growify | MOF & BOF | Sale | India +intl,2253.27,0.0,2487,31282,0.0,0.0,7.950258934850712,0.9060193003618818,72.03088037849243,0.0,
2026-04-10,Facebook,Growify | TOF | Sale | India,0.0,0.0,0,0,0.0,,,,,,
2026-04-10,Facebook,Growify | TOF | Sale | India,303.17,0.0,17,1073,0.0,0.0,1.5843429636533086,17.833529411764708,282.5442684063374,0.0,
2026-04-10,Facebook,Growify | TOF | Sale | India,0.0,0.0,0,0,0.0,,,,,,
2026-04-10,Facebook,Growify | TOF | Sale | India,76.61,0.0,2,154,0.0,0.0,1.2987012987012987,38.305,497.46753246753246,0.0,
2026-04-10,Facebook,Growify | TOF | Sale | India,1470.94,0.0,180,4586,0.0,0.0,3.924989097252508,8.171888888888889,320.745747928478,0.0,
2026-04-10,Facebook,Growify | TOF | Sale | India,0.0,0.0,0,0,0.0,,,,,,
2026-04-10,Facebook,Growify | TOF | Sale | India,0.01,0.0,0,1,0.0,0.0,0.0,,10.0,,
2026-04-10,Facebook,Growify | TOF | Sale | India,14.94,0.0,0,23,0.0,0.0,0.0,,649.5652173913044,,
2026-04-10,Facebook,Growify | TOF | Sale | India,170.2,0.0,1,64,0.0,0.0,1.5625,170.2,2659.375,0.0,
2026-04-10,Facebook,Growify | TOF | Sale | India,277.48,0.0,36,935,0.0,0.0,3.8502673796791447,7.707777777777778,296.7700534759358,0.0,
2026-04-10,Facebook,Growify | TOF | Sale | India,1548.68,0.0,236,4514,0.0,0.0,5.228178998670802,6.5622033898305085,343.0837394771821,0.0,
2026-04-10,Facebook,Growify | TOF | Sale | US,0.0,0.0,0,0,0.0,,,,,,
2026-04-10,Facebook,Growify | TOF | Sale | US,0.0,0.0,0,0,0.0,,,,,,
2026-04-10,Facebook,Growify | TOF | Sale | US,3103.77,0.0,50,1608,0.0,0.0,3.109452736318408,62.0754,1930.2052238805968,0.0,
2026-04-10,Facebook,Growify | TOF | Sale | US,1.02,0.0,0,1,0.0,0.0,0.0,,1020.0,,
2026-04-10,Facebook,Growify | TOF | Sales | India | Open,1405.91,0.0,547,63020,0.0,0.0,0.8679784195493494,2.570219378427788,22.308949539828628,0.0,
2026-04-10,Facebook,Growify | TOF | Traffic | India,1.53,0.0,0,85,0.0,0.0,0.0,,18.0,,
2026-04-10,Facebook,Growify | TOF | Traffic | India,69.76,0.0,104,1062,0.0,0.0,9.792843691148775,0.6707692307692308,65.68738229755179,0.0,
2026-04-10,Facebook,Growify | TOF | Traffic | India,331.51,0.0,404,52665,0.0,0.0,0.7671128833190923,0.8205693069306931,6.294692870027532,0.0,
2026-04-11,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify | LAL,656.69,0.0,289,4264,0.0,0.0,6.777673545966229,2.2722837370242215,154.0079737335835,0.0,
