Date,Platform,Campaign,Spend (INR),Revenue (INR),Clicks,Impressions,Purchases,ROAS,CTR,CPC (INR),CPM (INR),Conversion Rate,AOV (INR)
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,51.68,0.0,3,58,0.0,0.0,5.172413793103448,17.226666666666667,891.0344827586207,0.0,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,740.58,0.0,36,544,0.0,0.0,6.61764705882353,20.57166666666667,1361.360294117647,0.0,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,2.54,0.0,1,3,0.0,0.0,33.33333333333333,2.54,846.6666666666666,0.0,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,3.94,0.0,0,4,0.0,0.0,0.0,,985.0,,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,603.42,0.0,10,426,0.0,0.0,2.3474178403755865,60.342,1416.4788732394366,0.0,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0,,,,,,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,1451.65,0.0,28,407,0.0,0.0,6.87960687960688,51.84464285714286,3566.707616707617,0.0,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,180.96,0.0,0,46,0.0,0.0,0.0,,3933.913043478261,,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,603.09,0.0,14,273,0.0,0.0,5.128205128205128,43.07785714285715,2209.120879120879,0.0,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0,,,,,,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,14.11,0.0,10,73,0.0,0.0,13.698630136986301,1.411,193.2876712328767,0.0,
2026-06-16,Facebook,Growify | MOF & BOF | Sale | India +intl,3802.35,85077.88,2349,29339,1.0,22.375078569831818,8.006407853028392,1.6187100893997446,129.60053171546406,0.04257130693912303,85077.88
2026-06-16,Facebook,Growify | TOF | Sale | India,268.16,0.0,14,758,0.0,0.0,1.8469656992084433,19.154285714285717,353.7730870712401,0.0,
2026-06-16,Facebook,Growify | TOF | Sale | US,800.76,0.0,29,588,0.0,0.0,4.931972789115646,27.61241379310345,1361.8367346938776,0.0,
2026-06-16,Facebook,Growify | TOF | Sale | US,378.03,0.0,24,269,0.0,0.0,8.921933085501859,15.751249999999999,1405.3159851301114,0.0,
2026-06-16,Facebook,Growify | TOF | Sale | US,1689.67,0.0,50,674,0.0,0.0,7.418397626112759,33.7934,2506.92878338279,0.0,
2026-06-16,Facebook,Growify | TOF | Sale | US,117.02,0.0,5,115,0.0,0.0,4.3478260869565215,23.404,1017.5652173913044,0.0,
2026-06-16,Facebook,Growify | TOF | Sale | US,44.01,0.0,1,19,0.0,0.0,5.263157894736842,44.01,2316.315789473684,0.0,
2026-06-16,Facebook,Growify | TOF | Sale | US,145.22,0.0,3,69,0.0,0.0,4.3478260869565215,48.406666666666666,2104.6376811594205,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,9.52,0.0,0,7,0.0,0.0,0.0,,1359.9999999999998,,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,10.97,33629.0,1,9,1.0,3065.542388331814,11.11111111111111,10.97,1218.888888888889,100.0,33629.0
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,1748.66,32670.0,98,939,1.0,18.682877174522204,10.436634717784878,17.843469387755103,1862.2577209797657,1.0204081632653061,32670.0
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,25.29,0.0,0,25,0.0,0.0,0.0,,1011.6,,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,67.94,0.0,2,34,0.0,0.0,5.88235294117647,33.97,1998.2352941176468,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,145.8,0.0,12,75,0.0,0.0,16.0,12.15,1944.0000000000002,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,359.15,0.0,27,213,0.0,0.0,12.676056338028168,13.30185185185185,1686.1502347417838,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,361.12,0.0,22,169,0.0,0.0,13.017751479289942,16.414545454545454,2136.804733727811,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,845.41,0.0,47,377,0.0,0.0,12.46684350132626,17.987446808510636,2242.466843501326,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,107.47,0.0,2,69,0.0,0.0,2.898550724637681,53.735,1557.536231884058,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,13.16,0.0,1,10,0.0,0.0,10.0,13.16,1316.0,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,405.53,0.0,26,376,0.0,0.0,6.914893617021277,15.597307692307691,1078.537234042553,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | Australia | EOSS,786.45,0.0,46,670,0.0,0.0,6.865671641791045,17.096739130434784,1173.8059701492539,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | India | Open,670.97,0.0,507,12238,0.0,0.0,4.142833796371956,1.3234122287968442,54.826769079915024,0.0,
2026-06-16,Facebook,Growify | TOF | Sales | India | Open,2186.13,0.0,1311,19536,0.0,0.0,6.710687960687961,1.6675286041189932,111.90264127764128,0.0,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,795.33,0.0,244,2633,0.0,0.0,9.266995822255982,3.259549180327869,302.0622863653627,0.0,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,2682.08,0.0,6449,38721,0.0,0.0,16.655045065984865,0.41589083578849434,69.26680612587485,0.0,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,553.56,0.0,65,973,0.0,0.0,6.680369989722508,8.516307692307691,568.9208633093524,0.0,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1466.21,0.0,267,2608,0.0,0.0,10.237730061349694,5.4914232209737825,562.1970858895705,0.0,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,792.56,0.0,469,3662,0.0,0.0,12.807209175314036,1.6898933901918975,216.42818132168213,0.0,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,11.39,0.0,5,62,0.0,0.0,8.064516129032258,2.278,183.70967741935485,0.0,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,789.46,0.0,101,3053,0.0,0.0,3.3082214215525716,7.816435643564357,258.5849983622666,0.0,
2026-06-17,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,907.69,0.0,99,2882,0.0,0.0,3.435114503816794,9.168585858585859,314.95142262317836,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1648.23,0.0,89,852,0.0,0.0,10.44600938967136,18.51943820224719,1934.5422535211267,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,33.94,0.0,0,19,0.0,0.0,0.0,,1786.3157894736842,,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,192.33,0.0,10,138,0.0,0.0,7.246376811594203,19.233,1393.6956521739132,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,9.47,0.0,0,2,0.0,0.0,0.0,,4735.0,,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,103.56,0.0,4,74,0.0,0.0,5.405405405405405,25.89,1399.4594594594596,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1573.4,0.0,91,1050,0.0,0.0,8.666666666666668,17.290109890109893,1498.4761904761906,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,2.46,0.0,0,3,0.0,0.0,0.0,,820.0,,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,4.3,0.0,1,8,0.0,0.0,12.5,4.3,537.5,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,419.78,0.0,21,383,0.0,0.0,5.483028720626632,19.98952380952381,1096.0313315926892,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,598.24,0.0,26,676,0.0,0.0,3.8461538461538463,23.00923076923077,884.9704142011835,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.84,0.0,0,1,0.0,0.0,0.0,,840.0,,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,7.5,0.0,0,6,0.0,0.0,0.0,,1250.0,,
2026-06-17,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,23.27,0.0,0,16,0.0,0.0,0.0,,1454.375,,
2026-06-17,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,11.61,0.0,0,11,0.0,0.0,0.0,,1055.4545454545455,,
2026-06-17,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,388.19,0.0,16,274,0.0,0.0,5.839416058394161,24.261875,1416.7518248175181,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,208.52,0.0,3,64,0.0,0.0,4.6875,69.50666666666667,3258.125,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,308.43,0.0,2,85,0.0,0.0,2.3529411764705883,154.215,3628.5882352941176,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,2745.83,33315.4,82,816,1.0,12.133089084174914,10.049019607843137,33.48573170731707,3364.987745098039,1.2195121951219512,33315.4
2026-06-17,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,157.41,0.0,4,54,0.0,0.0,7.4074074074074066,39.3525,2915.0,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,404.28,0.0,6,117,0.0,0.0,5.128205128205128,67.38,3455.3846153846152,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,839.39,0.0,24,260,0.0,0.0,9.230769230769232,34.974583333333335,3228.423076923077,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,817.95,0.0,15,200,0.0,0.0,7.5,54.53,4089.7500000000005,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,2320.55,0.0,53,614,0.0,0.0,8.631921824104234,43.783962264150944,3779.397394136808,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,25.34,0.0,3,12,0.0,0.0,25.0,8.446666666666667,2111.666666666667,0.0,
2026-06-17,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,33.79,0.0,0,11,0.0,0.0,0.0,,3071.818181818182,,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,12.77,0.0,1,26,0.0,0.0,3.8461538461538463,12.77,491.1538461538462,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,1091.95,0.0,91,2437,0.0,0.0,3.7340993024210096,11.99945054945055,448.07139926138694,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,1120.93,0.0,237,4811,0.0,0.0,4.92621076699231,4.729662447257384,232.99314071918522,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,753.58,0.0,17,428,0.0,0.0,3.9719626168224296,44.32823529411765,1760.7009345794393,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,788.13,0.0,32,685,0.0,0.0,4.671532846715328,24.6290625,1150.5547445255474,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,225.47,27250.0,6,176,1.0,120.85865081829068,3.4090909090909087,37.57833333333333,1281.0795454545455,16.666666666666664,27250.0
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,976.52,0.0,54,1069,0.0,0.0,5.051449953227316,18.083703703703705,913.489242282507,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,56.83,0.0,1,36,0.0,0.0,2.7777777777777777,56.83,1578.6111111111109,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,27.35,0.0,0,24,0.0,0.0,0.0,,1139.5833333333335,,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,608.2,0.0,22,491,0.0,0.0,4.480651731160896,27.645454545454548,1238.6965376782077,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,1176.59,0.0,66,1046,0.0,0.0,6.309751434034416,17.82712121212121,1124.8470363288718,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,643.22,0.0,25,496,0.0,0.0,5.040322580645161,25.7288,1296.8145161290322,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,989.82,0.0,42,854,0.0,0.0,4.918032786885246,23.56714285714286,1159.0398126463701,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,116.49,0.0,0,53,0.0,0.0,0.0,,2197.9245283018868,,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,23.61,0.0,0,22,0.0,0.0,0.0,,1073.1818181818182,,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,1388.91,0.0,23,562,0.0,0.0,4.092526690391459,60.38739130434783,2471.370106761566,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,561.9,0.0,7,201,0.0,0.0,3.482587064676617,80.27142857142857,2795.5223880597014,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,174.46,0.0,51,590,0.0,0.0,8.64406779661017,3.4207843137254903,295.6949152542373,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,237.11,0.0,60,1125,0.0,0.0,5.333333333333334,3.9518333333333335,210.76444444444445,0.0,
2026-06-17,Facebook,Growify | MOF & BOF | Sale | India +intl,3652.61,0.0,2078,25883,0.0,0.0,8.028435652745044,1.757752646775746,141.12004018081367,0.0,
2026-06-17,Facebook,Growify | TOF | Sale | India,231.21,0.0,20,463,0.0,0.0,4.319654427645788,11.560500000000001,499.3736501079914,0.0,
2026-06-17,Facebook,Growify | TOF | Sale | US,775.02,0.0,36,660,0.0,0.0,5.454545454545454,21.528333333333332,1174.272727272727,0.0,
2026-06-17,Facebook,Growify | TOF | Sale | US,601.45,0.0,33,320,0.0,0.0,10.3125,18.225757575757576,1879.53125,0.0,
2026-06-17,Facebook,Growify | TOF | Sale | US,1625.47,0.0,32,670,0.0,0.0,4.776119402985075,50.7959375,2426.0746268656717,0.0,
2026-06-17,Facebook,Growify | TOF | Sale | US,45.25,0.0,2,24,0.0,0.0,8.333333333333332,22.625,1885.4166666666667,0.0,
2026-06-17,Facebook,Growify | TOF | Sale | US,1.94,0.0,0,2,0.0,0.0,0.0,,970.0,,
2026-06-17,Facebook,Growify | TOF | Sale | US,127.29,0.0,4,21,0.0,0.0,19.047619047619047,31.8225,6061.428571428572,0.0,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,2084.38,0.0,115,1078,0.0,0.0,10.667903525046382,18.12504347826087,1933.5621521335809,0.0,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,0.32,0.0,0,1,0.0,0.0,0.0,,320.0,,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,0.44,0.0,0,1,0.0,0.0,0.0,,440.0,,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,300.22,0.0,25,111,0.0,0.0,22.52252252252252,12.0088,2704.6846846846847,0.0,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,504.15,0.0,28,252,0.0,0.0,11.11111111111111,18.005357142857143,2000.5952380952378,0.0,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,979.61,0.0,34,470,0.0,0.0,7.234042553191489,28.812058823529412,2084.276595744681,0.0,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Growify | TOF | Sales | Australia | EOSS,0.0,0.0,0,0,0.0,,,,,,
2026-06-17,Facebook,Growify | TOF | Sales | India | Open,721.52,0.0,580,11112,0.0,0.0,5.219582433405328,1.244,64.93160547156228,0.0,
2026-06-17,Facebook,Growify | TOF | Sales | India | Open,1719.44,0.0,973,16873,0.0,0.0,5.766609375926036,1.767153134635149,101.90481834884136,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0,,,,,,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0,,,,,,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0,,,,,,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0,,,,,,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,630.53,0.0,350,4722,0.0,0.0,7.412113511224058,1.8015142857142856,133.53028377806015,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,3040.53,0.0,9856,68985,0.0,0.0,14.287163876204973,0.3084953327922078,44.07523374646662,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,18.23,0.0,0,54,0.0,0.0,0.0,,337.5925925925926,,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,271.27,0.0,14,442,0.0,0.0,3.167420814479638,19.37642857142857,613.7330316742081,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,375.25,0.0,39,804,0.0,0.0,4.850746268656716,9.621794871794872,466.7288557213931,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,404.71,0.0,42,745,0.0,0.0,5.6375838926174495,9.63595238095238,543.234899328859,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1033.23,0.0,138,3243,0.0,0.0,4.25531914893617,7.4871739130434785,318.60314523589267,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1243.13,0.0,582,4472,0.0,0.0,13.014311270125223,2.135962199312715,277.9807692307692,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,298.57,0.0,88,537,0.0,0.0,16.387337057728118,3.392840909090909,555.9962756052141,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,845.73,1800.0,682,3787,1.0,2.1283388315419813,18.008978082915235,1.2400733137829911,223.32453129125958,0.1466275659824047,1800.0
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,121.33,0.0,11,487,0.0,0.0,2.2587268993839835,11.03,249.13757700205338,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,147.29,9570.0,32,925,1.0,64.97386109036594,3.4594594594594597,4.6028125,159.23243243243243,3.125,9570.0
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,95.17,0.0,31,279,0.0,0.0,11.11111111111111,3.07,341.11111111111114,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,228.86,0.0,81,822,0.0,0.0,9.854014598540147,2.8254320987654324,278.4184914841849,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,921.57,0.0,466,3622,0.0,0.0,12.865819988956378,1.9776180257510731,254.43677526228603,0.0,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.06,0.0,0,1,0.0,0.0,0.0,,60.0,,
2026-06-18,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,462.81,0.0,53,1423,0.0,0.0,3.7245256500351367,8.732264150943397,325.2354181307098,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0,,,,,,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,544.33,0.0,19,275,0.0,0.0,6.909090909090909,28.648947368421055,1979.3818181818183,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,4.54,0.0,0,5,0.0,0.0,0.0,,908.0,,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0,,,,,,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,497.7,0.0,11,310,0.0,0.0,3.5483870967741935,45.24545454545454,1605.483870967742,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,3.71,0.0,0,5,0.0,0.0,0.0,,742.0,,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0,,,,,,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,358.35,0.0,10,360,0.0,0.0,2.7777777777777777,35.835,995.4166666666667,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,867.3,0.0,37,607,0.0,0.0,6.095551894563426,23.44054054054054,1428.830313014827,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1.1,0.0,0,2,0.0,0.0,0.0,,550.0,,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,20.6,0.0,0,10,0.0,0.0,0.0,,2060.0,,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,190.4,0.0,8,110,0.0,0.0,7.2727272727272725,23.8,1730.909090909091,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,831.45,0.0,57,665,0.0,0.0,8.571428571428571,14.586842105263159,1250.3007518796994,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,854.71,0.0,51,638,0.0,0.0,7.993730407523511,16.75901960784314,1339.6708463949844,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0,,,,,,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,10.32,0.0,1,6,0.0,0.0,16.666666666666664,10.32,1720.0,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,166.25,0.0,10,127,0.0,0.0,7.874015748031496,16.625,1309.0551181102362,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,902.61,0.0,55,1048,0.0,0.0,5.248091603053435,16.41109090909091,861.2690839694657,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1.04,0.0,0,3,0.0,0.0,0.0,,346.6666666666667,,
2026-06-18,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,17.16,0.0,0,16,0.0,0.0,0.0,,1072.5,,
2026-06-18,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,388.61,0.0,13,257,0.0,0.0,5.058365758754864,29.893076923076926,1512.1011673151752,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,195.95,0.0,10,91,0.0,0.0,10.989010989010989,19.595,2153.296703296703,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,333.71,0.0,6,121,0.0,0.0,4.958677685950414,55.61833333333333,2757.9338842975203,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,174.76,0.0,7,64,0.0,0.0,10.9375,24.965714285714284,2730.625,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,270.6,0.0,1,64,0.0,0.0,1.5625,270.6,4228.125,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,562.14,0.0,11,184,0.0,0.0,5.978260869565218,51.10363636363636,3055.108695652174,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,20.35,0.0,0,14,0.0,0.0,0.0,,1453.5714285714287,,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,455.37,0.0,12,181,0.0,0.0,6.629834254143646,37.9475,2515.8563535911603,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,3650.46,0.0,137,1060,0.0,0.0,12.924528301886792,26.645693430656934,3443.830188679245,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,134.57,0.0,6,57,0.0,0.0,10.526315789473683,22.42833333333333,2360.877192982456,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,221.6,0.0,9,58,0.0,0.0,15.517241379310345,24.62222222222222,3820.689655172414,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,385.08,0.0,3,110,0.0,0.0,2.727272727272727,128.35999999999999,3500.7272727272725,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,235.25,0.0,1,29,0.0,0.0,3.4482758620689653,235.25,8112.068965517242,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,1943.07,0.0,51,551,0.0,0.0,9.25589836660617,38.099411764705884,3526.442831215971,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,801.81,0.0,11,253,0.0,0.0,4.3478260869565215,72.89181818181818,3169.209486166008,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,10.09,0.0,1,5,0.0,0.0,20.0,10.09,2017.9999999999998,0.0,
2026-06-18,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,824.24,0.0,7,312,0.0,0.0,2.2435897435897436,117.74857142857142,2641.794871794872,0.0,
2026-06-18,Facebook,Growify | MOF & BOF | Sale | India +intl,42.49,0.0,2,95,0.0,0.0,2.1052631578947367,21.245,447.2631578947369,0.0,
2026-06-18,Facebook,Growify | MOF & BOF | Sale | India +intl,74.03,0.0,5,252,0.0,0.0,1.984126984126984,14.806000000000001,293.76984126984127,0.0,
2026-06-18,Facebook,Growify | MOF & BOF | Sale | India +intl,1966.73,0.0,186,4356,0.0,0.0,4.2699724517906334,10.573817204301076,451.49908172635446,0.0,
2026-06-18,Facebook,Growify | MOF & BOF | Sale | India +intl,660.72,0.0,118,2866,0.0,0.0,4.117236566643405,5.599322033898305,230.53733426378227,0.0,
2026-06-18,Facebook,Growify | MOF & BOF | Sale | India +intl,757.58,0.0,37,788,0.0,0.0,4.695431472081219,20.475135135135137,961.3959390862944,0.0,
