Date,Platform,Campaign,Spend (INR),Revenue (INR),Clicks,Impressions,Purchases
2026-05-28,Facebook,Growify | TOF | Sales | India + INTL | Pre- Buzz,444.52,0.0,16,199,0.0
2026-05-28,Facebook,Growify | TOF | Sales | India | Open,426.53,12870.0,135,3768,1.0
2026-05-28,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0
2026-05-28,Facebook,Growify | TOF | Sales | India | Open,387.61,0.0,46,1249,0.0
2026-05-28,Facebook,Growify | TOF | Sales | India | Open,1715.15,32670.0,187,4083,1.0
2026-05-28,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0
2026-05-28,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,163.14,0.0,10,133,0.0
2026-05-28,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,245.51,0.0,9,162,0.0
2026-05-28,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,297.28,0.0,18,257,0.0
2026-05-28,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,35.14,0.0,0,13,0.0
2026-05-28,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,151.68,0.0,7,99,0.0
2026-05-28,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,267.41,0.0,17,197,0.0
2026-05-29,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,48.31,0.0,5,91,0.0
2026-05-29,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,204.86,0.0,10,308,0.0
2026-05-29,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1577.94,0.0,130,3709,0.0
2026-05-29,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,137.5,0.0,17,268,0.0
2026-05-29,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,939.51,0.0,47,1559,0.0
2026-05-29,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,971.23,3366.0,88,2083,1.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,173.0,0.0,6,140,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,397.8,0.0,19,278,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1210.71,0.0,64,1175,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,5.34,0.0,0,8,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,9.18,0.0,0,13,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,323.41,0.0,13,233,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,329.4,0.0,10,219,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1231.295574,0.0,64,1182,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.28,0.0,0,1,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,2.54,0.0,0,4,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,14.054426,0.0,0,11,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,721.77,0.0,40,452,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,3261.44,13027.0,93,1787,1.0
2026-05-29,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,381.23,0.0,14,238,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,2465.37,0.0,58,710,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,17.52,0.0,0,7,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,32.52,0.0,0,9,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,167.27,0.0,7,73,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,347.25,0.0,14,130,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,1323.59,0.0,27,604,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,169.6,0.0,8,79,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,404.26,0.0,8,157,0.0
2026-05-29,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,1276.62,0.0,34,560,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,334.98,0.0,59,1135,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,245.51,0.0,18,454,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,2408.67,0.0,389,11334,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,742.55,0.0,41,363,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,3960.0,0,0,1.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,184.36,0.0,3,77,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,1787.42,0.0,76,1840,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,1737.48,0.0,57,472,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,74.01,0.0,1,31,0.0
2026-05-29,Facebook,Growify | MOF & BOF | Sale | India +intl,485.99,0.0,15,259,0.0
2026-05-29,Facebook,Growify | TOF | Sale | India,242.11,0.0,23,737,0.0
2026-05-29,Facebook,Growify | TOF | Sale | India,0.0,0.0,0,0,0.0
2026-05-29,Facebook,Growify | TOF | Sale | India,472.42,0.0,27,947,0.0
2026-05-29,Facebook,Growify | TOF | Sale | India,2063.42,0.0,149,4544,0.0
2026-05-29,Facebook,Growify | TOF | Sale | US,876.54,20613.7,34,614,1.0
2026-05-29,Facebook,Growify | TOF | Sale | US,223.79,0.0,10,119,0.0
2026-05-29,Facebook,Growify | TOF | Sale | US,1464.99,0.0,54,510,0.0
2026-05-29,Facebook,Growify | TOF | Sale | US,61.19,0.0,0,62,0.0
2026-05-29,Facebook,Growify | TOF | Sale | US,12.98,0.0,0,11,0.0
2026-05-29,Facebook,Growify | TOF | Sale | US,182.86,0.0,4,59,0.0
2026-05-29,Facebook,Growify | TOF | Sale | US,18.9,0.0,0,7,0.0
2026-05-29,Facebook,Growify | TOF | Sale | US,7.17,0.0,1,2,0.0
2026-05-29,Facebook,Growify | TOF | Sale | US,158.08,0.0,0,13,0.0
2026-05-29,Facebook,Growify | TOF | Sales | India | Open,434.69,7590.0,127,1609,1.0
2026-05-29,Facebook,Growify | TOF | Sales | India | Open,0.0,0.0,0,0,0.0
2026-05-29,Facebook,Growify | TOF | Sales | India | Open,364.2,58986.18,26,1430,3.0
2026-05-29,Facebook,Growify | TOF | Sales | India | Open,1817.49,45540.0,138,3717,2.0
2026-05-29,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,148.31,0.0,17,117,0.0
2026-05-29,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,348.84,0.0,19,287,0.0
2026-05-29,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,1363.41,0.0,43,756,0.0
2026-05-29,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,232.55,0.0,13,150,0.0
2026-05-29,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,829.08,0.0,32,413,0.0
2026-05-29,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,907.04,0.0,42,479,0.0
2026-05-30,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,601.65,0.0,197,1703,0.0
2026-05-30,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,2010.61,0.0,843,9008,0.0
2026-05-30,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,59.34,0.0,5,120,0.0
2026-05-30,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,330.78,0.0,44,843,0.0
2026-05-30,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,47.78,0.0,3,93,0.0
2026-05-30,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,79.32,0.0,8,174,0.0
2026-05-30,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1202.81,0.0,125,3147,0.0
2026-05-30,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,58.57,0.0,2,80,0.0
2026-05-30,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,761.64,6600.0,49,1407,1.0
2026-05-30,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,906.72,10527.0,66,2037,1.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,89.33,0.0,6,76,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,620.92,0.0,34,548,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.75,0.0,0,2,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,7.28,0.0,0,10,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,2.049999,0.0,0,3,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,134.09,0.0,4,107,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,255.68,0.0,14,160,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,615.53,0.0,44,654,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,8.26,0.0,0,4,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,12.33,0.0,0,7,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1398.15,0.0,74,1423,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,2143.199999,0.0,112,1943,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,70.13,0.0,4,68,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,305.95,0.0,4,146,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1454.78,0.0,57,1151,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.31,0.0,0,1,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,21.26,0.0,0,21,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,7.55,0.0,0,4,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,3284.41,107580.0,92,1828,1.0
2026-05-30,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,529.429999,0.0,19,239,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,2468.44,0.0,48,841,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,61.66,0.0,1,4,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,7.43,0.0,0,4,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,106.36,0.0,0,53,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,227.93,0.0,6,103,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,1397.72,0.0,17,670,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,49.79,0.0,19,21,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,965.02,0.0,48,262,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,2727.15,0.0,115,1004,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,71.08,0.0,4,25,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,392.33,0.0,10,170,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,166.78,0.0,4,53,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,124.01,0.0,0,36,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,263.56,0.0,7,104,0.0
2026-05-30,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,583.46,0.0,22,345,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,55.13,12870.0,6,115,1.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,7.49,0.0,1,11,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,2519.17,7590.0,444,12927,1.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,156.87,0.0,15,83,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,32.92,0.0,1,22,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,2147.07,0.0,147,2441,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,1228.94,0.0,41,421,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,33.32,0.0,1,14,0.0
2026-05-30,Facebook,Growify | MOF & BOF | Sale | India +intl,243.87,0.0,7,128,0.0
2026-05-30,Facebook,Growify | TOF | Sale | India,0.3,0.0,0,2,0.0
2026-05-30,Facebook,Growify | TOF | Sale | India,16.99,0.0,0,14,0.0
2026-05-30,Facebook,Growify | TOF | Sale | India,1911.74,6534.0,146,4183,1.0
2026-05-30,Facebook,Growify | TOF | Sale | US,707.22,0.0,21,453,0.0
2026-05-30,Facebook,Growify | TOF | Sale | US,262.24,0.0,11,99,0.0
2026-05-30,Facebook,Growify | TOF | Sale | US,1153.98,0.0,37,419,0.0
2026-05-30,Facebook,Growify | TOF | Sale | US,7.59,0.0,0,8,0.0
2026-05-30,Facebook,Growify | TOF | Sale | US,1.23,0.0,0,1,0.0
2026-05-30,Facebook,Growify | TOF | Sale | US,16.41,0.0,0,10,0.0
2026-05-30,Facebook,Growify | TOF | Sale | US,6.78,0.0,0,4,0.0
2026-05-30,Facebook,Growify | TOF | Sale | US,3.19,0.0,0,2,0.0
2026-05-30,Facebook,Growify | TOF | Sale | US,7.7,0.0,1,3,0.0
2026-05-30,Facebook,Growify | TOF | Sales | India | Open,100.83,0.0,36,349,0.0
2026-05-30,Facebook,Growify | TOF | Sales | India | Open,324.63,0.0,18,692,0.0
2026-05-30,Facebook,Growify | TOF | Sales | India | Open,1838.35,0.0,168,5219,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,36.58,0.0,1,25,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,628.23,0.0,21,317,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,3107.34,0.0,190,2011,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,4.91,0.0,0,3,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,764.34,0.0,21,376,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,150.44,0.0,5,37,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,79.77,0.0,2,55,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,85.97,0.0,7,46,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,590.1,0.0,6,284,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,71.43,0.0,3,46,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,175.1,0.0,11,100,0.0
2026-05-30,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,1498.7,0.0,60,910,0.0
2026-05-31,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,280.61,0.0,72,590,0.0
2026-05-31,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,810.1,7931.88,226,1875,1.0
2026-05-31,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,471.26,0.0,164,1046,0.0
2026-05-31,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,153.16,0.0,5,300,0.0
2026-05-31,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1218.4,0.0,135,2126,0.0
2026-05-31,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.82,0.0,0,19,0.0
2026-05-31,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0
2026-05-31,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,93.25,0.0,7,316,0.0
2026-05-31,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,977.04,61259.88,116,2685,1.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,160.75,0.0,6,81,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,472.12,0.0,36,393,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.71,0.0,0,1,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1.64,0.0,0,3,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,920.2,0.0,48,631,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,10.57,0.0,0,10,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,12936.58,0,0,1.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,378.26,0.0,22,337,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,526.159999,0.0,29,466,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1091.16,0.0,52,771,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,105.18,0.0,7,95,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1241.5,0.0,59,1111,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.24,0.0,0,1,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,9.9,0.0,0,17,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,284.71,0.0,3,125,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,1587.48,0.0,52,804,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,295.58,0.0,7,101,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,1490.68,16170.0,47,530,1.0
2026-05-31,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,0.0,0.0,0,0,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,0.0,0.0,0,0,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,111.32,0.0,0,49,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,211.52,0.0,2,89,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,1015.35,0.0,21,488,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,485.37,0.0,19,194,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,644.69,0.0,34,184,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,997.5,0.0,36,360,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,197.89,0.0,4,90,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,800.27,0.0,26,247,0.0
2026-05-31,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,528.49,0.0,9,190,0.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,10.32,0.0,4,30,0.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,51.69,0.0,3,85,0.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,1617.86,0.0,267,8245,0.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,333.74,0.0,5,130,0.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,13.03,0.0,0,10,0.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,1631.12,0.0,126,1875,0.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,0.0,0.0,0,0,0.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,1707.87,44476.0,67,618,1.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,2.59,0.0,0,1,0.0
2026-05-31,Facebook,Growify | MOF & BOF | Sale | India +intl,163.4,0.0,2,55,0.0
2026-05-31,Facebook,Growify | TOF | Sale | India,302.13,0.0,45,524,0.0
2026-05-31,Facebook,Growify | TOF | Sale | India,1414.98,9570.0,138,3451,1.0
2026-05-31,Facebook,Growify | TOF | Sale | US,634.38,0.0,26,487,0.0
2026-05-31,Facebook,Growify | TOF | Sale | US,328.32,0.0,21,151,0.0
2026-05-31,Facebook,Growify | TOF | Sale | US,980.68,0.0,54,435,0.0
2026-05-31,Facebook,Growify | TOF | Sale | US,5.07,0.0,0,11,0.0
2026-05-31,Facebook,Growify | TOF | Sale | US,50.49,0.0,0,10,0.0
2026-05-31,Facebook,Growify | TOF | Sale | US,3.23,0.0,3,3,0.0
2026-05-31,Facebook,Growify | TOF | Sale | US,7.15,0.0,0,7,0.0
2026-05-31,Facebook,Growify | TOF | Sale | US,7.67,0.0,0,5,0.0
2026-05-31,Facebook,Growify | TOF | Sales | India + INTL | Pre- Buzz,0.0,0.0,0,0,0.0
2026-05-31,Facebook,Growify | TOF | Sales | India | Open,1543.22,4620.0,389,3619,1.0
2026-05-31,Facebook,Growify | TOF | Sales | India | Open,48.72,0.0,4,337,0.0
2026-05-31,Facebook,Growify | TOF | Sales | India | Open,1242.79,0.0,118,3500,0.0
2026-05-31,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,193.18,0.0,6,92,0.0
2026-05-31,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,606.11,0.0,35,401,0.0
2026-05-31,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,1247.84,0.0,61,657,0.0
2026-05-31,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,328.18,0.0,7,215,0.0
2026-05-31,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,578.64,0.0,18,380,0.0
2026-05-31,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,680.77,0.0,43,340,0.0
2026-05-31,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,0.0,0.0,0,0,0.0
2026-05-31,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,98.16,0.0,7,69,0.0
2026-05-31,Facebook,Growify | TOF | Sales | United Kingdom | EOSS,1377.23,0.0,38,839,0.0
2026-06-01,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,290.41,22770.0,107,764,1.0
2026-06-01,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1273.88,38940.0,602,5008,2.0
2026-06-01,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,0.0,0.0,0,0,0.0
2026-06-01,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,210.73,0.0,113,942,0.0
2026-06-01,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,68.45,0.0,9,282,0.0
2026-06-01,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,1318.33,7590.0,125,2335,1.0
2026-06-01,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,189.59,0.0,22,790,0.0
2026-06-01,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,25.63,0.0,1,127,0.0
2026-06-01,Facebook,Conv | Tof | Multi Category | Ind | Direct | Growify |,970.3,0.0,162,4129,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,18.28,0.0,1,19,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1035.9,0.0,69,672,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,2.89,0.0,0,4,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,76.21,0.0,10,100,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.0,0.0,0,0,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,41.38,0.0,3,46,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,655.97,0.0,12,519,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1426.52,0.0,85,939,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,1.06,0.0,1,2,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,3.57,0.0,2,5,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,723.06,0.0,30,640,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | CA | Direct | Growify,0.8,0.0,0,3,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,0.86,0.0,0,1,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,792.92,0.0,33,583,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,323.52,0.0,14,186,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | INT | Direct | Growify,1326.86,0.0,23,351,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,10.49,0.0,0,7,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,10.5,0.0,0,3,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,996.91,0.0,25,421,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,129.99,0.0,8,52,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,434.37,0.0,22,139,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,1894.26,0.0,72,582,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,21.51,0.0,1,13,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,1426.98,0.0,32,421,0.0
2026-06-01,Facebook,Conv | Tof | Multicategory | US | Direct | Growify,14.06,0.0,0,10,0.0
